assignment_id,class_id,title,due_date,points_possible,category,term_id
42,3,Project 1,2018-05-04,21,Project,1
43,3,Homework 2,2018-01-02,90,Homework,3
44,3,Project 3,2017-09-20,38,Project,2
45,3,Participation 4,2018-01-01,22,Participation,1
46,3,Project 5,2017-10-01,54,Project,4
47,3,Project 6,2018-03-30,92,Project,3
48,3,Test 7,2018-05-16,89,Test,2
49,3,Quiz 8,2018-01-23,28,Quiz,2
50,3,Quiz 9,2017-12-14,14,Quiz,4
51,3,Test 10,2017-12-01,30,Test,2
52,3,Quiz 11,2018-06-03,80,Quiz,2
53,3,Homework 12,2018-05-07,99,Homework,1
54,3,Test 13,2018-04-17,83,Test,1
55,3,Project 14,2017-10-23,82,Project,3
56,3,Test 15,2018-01-02,14,Test,4
57,3,Quiz 16,2017-09-26,69,Quiz,2
58,3,Homework 17,2018-04-09,94,Homework,2
59,3,Project 18,2018-05-10,65,Project,1
60,3,Test 19,2017-10-19,87,Test,2
61,3,Participation 20,2018-01-08,30,Participation,2
62,3,Test 21,2017-12-24,85,Test,4
63,3,Quiz 22,2018-05-07,76,Quiz,2
64,3,Test 23,2018-05-24,58,Test,4
65,3,Homework 24,2018-05-10,63,Homework,1
66,3,Project 25,2018-01-25,50,Project,3
67,4,Test 1,2017-10-15,21,Test,2
68,4,Quiz 2,2018-04-14,14,Quiz,1
69,4,Test 3,2018-05-28,96,Test,1
70,4,Homework 4,2017-09-27,93,Homework,2
71,4,Homework 5,2017-12-24,14,Homework,1
72,4,Homework 6,2018-03-31,52,Homework,1
73,4,Homework 7,2018-01-19,42,Homework,3
74,4,Quiz 8,2018-05-02,48,Quiz,2
75,4,Test 9,2017-12-31,83,Test,3
76,4,Homework 10,2017-10-14,53,Homework,4
77,4,Homework 11,2018-05-13,34,Homework,3
78,4,Test 12,2018-05-25,59,Test,4
79,4,Quiz 13,2018-05-19,82,Quiz,1
80,4,Project 14,2018-03-18,34,Project,4
81,4,Test 15,2017-10-01,65,Test,3
82,4,Project 16,2018-05-03,25,Project,1
83,4,Homework 17,2018-05-13,32,Homework,3
84,4,Participation 18,2018-02-06,10,Participation,3
85,4,Homework 19,2018-03-11,19,Homework,2
86,4,Project 20,2018-01-13,27,Project,3
87,4,Homework 21,2017-09-02,88,Homework,4
88,4,Test 22,2018-01-13,13,Test,2
89,4,Participation 23,2017-12-23,81,Participation,4
90,4,Quiz 24,2017-11-04,41,Quiz,1
91,4,Project 25,2017-11-17,43,Project,3
92,5,Participation 1,2018-01-05,78,Participation,3
93,5,Project 2,2018-03-02,33,Project,4
94,5,Test 3,2017-11-08,66,Test,4
95,5,Project 4,2017-11-21,95,Project,4
96,5,Participation 5,2017-10-18,35,Participation,2
97,5,Homework 6,2017-10-25,91,Homework,4
98,5,Project 7,2017-09-24,36,Project,2
99,5,Project 8,2017-12-18,28,Project,4
100,5,Test 9,2017-10-04,65,Test,2
101,5,Project 10,2018-03-11,31,Project,1
102,5,Homework 11,2018-03-23,46,Homework,3
103,5,Homework 12,2018-03-18,60,Homework,3
104,5,Test 13,2017-09-09,88,Test,1
105,5,Test 14,2018-05-10,18,Test,4
106,5,Participation 15,2018-01-03,28,Participation,4
107,5,Quiz 16,2018-04-23,38,Quiz,3
108,5,Homework 17,2017-10-15,33,Homework,1
109,5,Test 18,2018-04-14,30,Test,1
110,5,Project 19,2018-01-19,27,Project,1
111,6,Participation 1,2017-10-24,76,Participation,2
112,6,Quiz 2,2017-10-28,99,Quiz,4
113,6,Quiz 3,2017-11-04,29,Quiz,3
114,6,Quiz 4,2018-05-22,75,Quiz,2
115,6,Quiz 5,2018-04-25,47,Quiz,3
116,6,Quiz 6,2017-10-29,89,Quiz,1
117,6,Project 7,2018-06-02,25,Project,2
118,6,Quiz 8,2018-02-11,40,Quiz,1
119,6,Quiz 9,2017-09-11,53,Quiz,2
120,6,Homework 10,2018-02-01,10,Homework,4
121,6,Quiz 11,2018-01-14,38,Quiz,2
122,6,Test 12,2018-05-15,79,Test,3
123,6,Test 13,2018-06-01,42,Test,3
124,6,Homework 14,2017-11-26,53,Homework,1
125,6,Quiz 15,2018-02-14,94,Quiz,4
126,6,Test 16,2018-04-20,90,Test,4
127,6,Homework 17,2017-12-14,55,Homework,3
128,6,Test 18,2018-02-16,77,Test,1
129,6,Homework 19,2017-11-24,55,Homework,4
130,6,Quiz 20,2018-03-21,52,Quiz,2
131,6,Participation 21,2017-11-26,93,Participation,3
132,6,Test 22,2017-12-24,88,Test,2
133,6,Homework 23,2018-02-24,83,Homework,2
134,6,Quiz 24,2017-11-09,35,Quiz,2
135,7,Test 1,2018-01-15,36,Test,2
136,7,Participation 2,2018-05-16,33,Participation,2
137,7,Quiz 3,2018-04-04,29,Quiz,1
138,7,Homework 4,2018-02-13,74,Homework,4
139,7,Homework 5,2018-02-21,58,Homework,2
140,7,Project 6,2017-12-13,91,Project,3
141,7,Test 7,2018-01-21,59,Test,1
142,7,Participation 8,2018-03-09,75,Participation,1
143,7,Project 9,2018-03-18,76,Project,4
144,7,Quiz 10,2018-02-04,93,Quiz,1
145,7,Homework 11,2017-10-27,38,Homework,3
146,7,Project 12,2017-11-11,91,Project,1
147,7,Test 13,2018-04-17,16,Test,2
148,7,Quiz 14,2017-10-18,72,Quiz,3
149,7,Participation 15,2017-12-01,35,Participation,1
150,7,Homework 16,2017-09-15,98,Homework,2
151,8,Quiz 1,2018-05-02,88,Quiz,3
152,8,Test 2,2018-02-28,38,Test,4
153,8,Quiz 3,2018-01-17,20,Quiz,3
154,8,Project 4,2018-03-29,92,Project,2
155,8,Project 5,2017-10-04,15,Project,2
156,8,Participation 6,2018-05-29,78,Participation,3
157,8,Project 7,2018-03-14,66,Project,2
158,8,Project 8,2017-10-13,10,Project,2
159,8,Quiz 9,2017-12-14,34,Quiz,4
160,8,Homework 10,2017-09-27,64,Homework,2
161,8,Test 11,2017-10-27,83,Test,1
162,8,Project 12,2017-12-09,66,Project,1
163,8,Quiz 13,2018-02-16,38,Quiz,1
164,8,Project 14,2018-03-13,52,Project,1
165,8,Participation 15,2017-10-22,22,Participation,1
166,8,Test 16,2018-02-11,41,Test,3
167,8,Quiz 17,2017-09-30,23,Quiz,4
168,8,Quiz 18,2017-11-20,26,Quiz,4
169,8,Test 19,2018-02-17,26,Test,2
170,8,Homework 20,2018-01-08,24,Homework,4
171,8,Test 21,2017-09-05,44,Test,4
172,8,Homework 22,2018-02-03,34,Homework,2
173,8,Test 23,2017-09-15,20,Test,1
174,9,Participation 1,2018-01-26,22,Participation,4
175,9,Participation 2,2018-03-08,61,Participation,1
176,9,Project 3,2018-01-18,33,Project,3
177,9,Quiz 4,2017-11-25,63,Quiz,1
178,9,Quiz 5,2018-01-22,94,Quiz,1
179,9,Participation 6,2017-09-26,44,Participation,4
180,9,Participation 7,2018-01-18,58,Participation,4
181,9,Project 8,2017-11-21,69,Project,1
182,9,Homework 9,2017-09-05,13,Homework,1
183,9,Participation 10,2017-12-27,41,Participation,2
184,9,Quiz 11,2017-10-03,11,Quiz,4
185,9,Project 12,2018-05-30,33,Project,3
186,9,Project 13,2018-05-05,37,Project,1
187,9,Project 14,2018-01-03,87,Project,3
188,9,Project 15,2017-10-21,29,Project,3
189,9,Participation 16,2017-10-18,94,Participation,1
190,9,Project 17,2017-09-09,88,Project,1
191,10,Participation 1,2017-12-15,93,Participation,2
192,10,Homework 2,2018-02-25,89,Homework,1
193,10,Homework 3,2018-05-23,11,Homework,2
194,10,Project 4,2017-10-18,65,Project,4
195,10,Test 5,2018-05-27,78,Test,1
196,10,Participation 6,2018-02-24,33,Participation,4
197,10,Quiz 7,2018-02-16,38,Quiz,4
198,10,Project 8,2018-04-21,86,Project,4
199,10,Participation 9,2017-08-28,36,Participation,1
200,10,Test 10,2017-09-25,76,Test,2
201,10,Project 11,2017-09-02,51,Project,4
202,10,Test 12,2017-12-03,92,Test,3
203,10,Participation 13,2017-11-17,61,Participation,3
204,10,Participation 14,2017-10-23,70,Participation,2
205,10,Quiz 15,2018-03-27,56,Quiz,4
206,10,Test 16,2018-06-04,49,Test,2
207,10,Quiz 17,2018-04-19,78,Quiz,4
208,10,Quiz 18,2018-03-18,34,Quiz,3
209,10,Homework 19,2018-02-06,42,Homework,2
210,10,Participation 20,2017-10-08,37,Participation,1
211,11,Participation 1,2017-12-15,63,Participation,4
212,11,Quiz 2,2017-11-26,24,Quiz,1
213,11,Quiz 3,2017-12-20,72,Quiz,3
214,11,Participation 4,2017-10-12,64,Participation,3
215,11,Participation 5,2017-09-13,79,Participation,4
216,11,Quiz 6,2017-11-26,14,Quiz,4
217,11,Project 7,2018-02-05,87,Project,4
218,11,Quiz 8,2018-05-01,35,Quiz,3
219,11,Quiz 9,2018-04-24,75,Quiz,1
220,11,Participation 10,2018-02-19,32,Participation,4
221,11,Participation 11,2017-09-19,92,Participation,3
222,11,Test 12,2017-10-08,84,Test,1
223,11,Homework 13,2018-03-08,19,Homework,1
224,11,Quiz 14,2018-04-14,77,Quiz,1
225,11,Homework 15,2018-03-22,32,Homework,1
226,11,Participation 16,2017-09-01,27,Participation,3
227,12,Test 1,2018-04-28,61,Test,2
228,12,Quiz 2,2018-03-14,17,Quiz,2
229,12,Participation 3,2018-04-06,67,Participation,2
230,12,Participation 4,2017-11-27,84,Participation,3
231,12,Participation 5,2018-06-01,83,Participation,2
232,12,Project 6,2017-10-20,49,Project,1
233,12,Quiz 7,2017-12-17,39,Quiz,2
234,12,Homework 8,2018-02-08,39,Homework,2
235,12,Participation 9,2017-08-26,36,Participation,1
236,12,Project 10,2018-04-21,99,Project,3
237,12,Homework 11,2018-01-10,17,Homework,3
238,12,Homework 12,2017-11-27,51,Homework,4
239,12,Quiz 13,2018-04-04,83,Quiz,2
240,12,Test 14,2018-02-03,25,Test,2
241,12,Homework 15,2017-11-06,39,Homework,3
242,12,Participation 16,2018-05-11,27,Participation,1
243,12,Homework 17,2018-05-12,34,Homework,2
244,12,Homework 18,2017-09-28,36,Homework,3
245,12,Quiz 19,2018-03-17,31,Quiz,3
246,12,Homework 20,2018-01-13,80,Homework,2
247,12,Test 21,2017-09-21,38,Test,2
248,12,Test 22,2018-03-18,59,Test,3
249,12,Homework 23,2018-03-25,100,Homework,3
250,12,Participation 24,2018-03-11,47,Participation,4
251,12,Test 25,2018-03-11,56,Test,3
252,13,Participation 1,2018-03-29,85,Participation,1
253,13,Quiz 2,2017-09-02,34,Quiz,4
254,13,Test 3,2018-01-24,45,Test,3
255,13,Quiz 4,2018-02-24,25,Quiz,3
256,13,Project 5,2017-09-11,49,Project,2
257,13,Test 6,2018-04-29,69,Test,4
258,13,Test 7,2018-01-23,63,Test,3
259,13,Quiz 8,2018-01-17,29,Quiz,4
260,13,Quiz 9,2017-12-02,35,Quiz,2
261,13,Participation 10,2017-09-01,88,Participation,4
262,13,Homework 11,2018-01-11,45,Homework,2
263,13,Quiz 12,2017-09-21,17,Quiz,4
264,13,Homework 13,2018-01-06,21,Homework,2
265,13,Homework 14,2017-11-27,68,Homework,1
266,13,Test 15,2018-05-08,37,Test,4
267,13,Participation 16,2018-04-26,63,Participation,3
268,13,Homework 17,2017-10-05,81,Homework,3
269,13,Quiz 18,2018-04-08,34,Quiz,4
270,13,Quiz 19,2018-01-02,42,Quiz,1
271,13,Project 20,2017-10-16,49,Project,1
272,13,Participation 21,2017-09-12,66,Participation,2
273,14,Project 1,2018-01-09,87,Project,1
274,14,Project 2,2018-03-26,97,Project,1
275,14,Project 3,2018-01-04,46,Project,2
276,14,Homework 4,2018-05-02,93,Homework,4
277,14,Test 5,2017-11-01,38,Test,4
278,14,Test 6,2018-05-18,97,Test,1
279,14,Project 7,2018-02-22,70,Project,4
280,14,Participation 8,2018-05-23,49,Participation,2
281,14,Test 9,2018-02-27,25,Test,1
282,14,Participation 10,2018-04-28,21,Participation,4
283,14,Test 11,2017-11-04,93,Test,4
284,14,Participation 12,2017-10-17,66,Participation,1
285,14,Homework 13,2017-09-19,83,Homework,4
286,14,Project 14,2018-05-31,43,Project,4
287,14,Project 15,2018-02-19,53,Project,2
288,14,Homework 16,2017-09-09,59,Homework,2
289,14,Project 17,2017-12-17,88,Project,4
290,14,Homework 18,2017-11-12,65,Homework,4
291,14,Participation 19,2017-09-12,88,Participation,3
292,14,Test 20,2017-11-11,20,Test,3
293,14,Test 21,2017-09-11,17,Test,2
294,14,Quiz 22,2017-12-26,80,Quiz,2
295,15,Quiz 1,2017-12-24,47,Quiz,4
296,15,Test 2,2018-03-14,40,Test,4
297,15,Project 3,2018-01-27,61,Project,1
298,15,Quiz 4,2018-03-24,81,Quiz,3
299,15,Project 5,2018-02-25,22,Project,3
300,15,Test 6,2017-12-02,50,Test,3
301,15,Test 7,2017-09-09,19,Test,1
302,15,Project 8,2018-05-04,53,Project,3
303,15,Participation 9,2017-11-08,57,Participation,2
304,15,Participation 10,2017-12-15,95,Participation,2
305,15,Homework 11,2018-01-11,54,Homework,4
306,15,Homework 12,2017-09-13,85,Homework,3
307,15,Project 13,2018-05-07,49,Project,4
308,15,Quiz 14,2018-01-01,100,Quiz,3
309,15,Project 15,2017-12-10,66,Project,2
310,15,Quiz 16,2017-10-13,10,Quiz,3
311,15,Test 17,2018-01-15,45,Test,3
312,15,Quiz 18,2018-02-11,62,Quiz,3
313,15,Test 19,2018-01-28,84,Test,2
314,15,Project 20,2018-02-12,49,Project,4
315,15,Participation 21,2018-01-23,11,Participation,4
316,16,Participation 1,2018-01-04,80,Participation,2
317,16,Participation 2,2017-11-06,95,Participation,3
318,16,Participation 3,2018-03-06,22,Participation,4
319,16,Participation 4,2018-05-21,72,Participation,1
320,16,Test 5,2018-03-07,66,Test,4
321,16,Quiz 6,2018-01-15,81,Quiz,3
322,16,Participation 7,2018-03-15,13,Participation,4
323,16,Quiz 8,2017-12-07,37,Quiz,3
324,16,Homework 9,2017-09-27,77,Homework,4
325,16,Quiz 10,2018-06-04,61,Quiz,3
326,16,Project 11,2018-02-06,72,Project,1
327,16,Participation 12,2017-09-25,36,Participation,4
328,16,Project 13,2018-02-09,58,Project,4
329,16,Homework 14,2018-04-16,68,Homework,4
330,16,Quiz 15,2017-11-04,17,Quiz,1
331,16,Quiz 16,2018-03-25,39,Quiz,1
332,16,Participation 17,2017-12-18,40,Participation,1
333,16,Quiz 18,2017-12-28,16,Quiz,1
334,16,Homework 19,2017-10-04,45,Homework,3
335,16,Homework 20,2017-09-26,19,Homework,4
336,16,Quiz 21,2017-12-31,46,Quiz,3
337,17,Homework 1,2018-05-09,13,Homework,1
338,17,Quiz 2,2017-12-18,69,Quiz,2
339,17,Quiz 3,2017-12-23,48,Quiz,4
340,17,Quiz 4,2018-02-15,48,Quiz,2
341,17,Test 5,2018-04-17,38,Test,1
342,17,Test 6,2018-05-31,61,Test,4
343,17,Homework 7,2018-02-07,50,Homework,1
344,17,Participation 8,2017-10-29,28,Participation,2
345,17,Homework 9,2018-05-20,13,Homework,4
346,17,Project 10,2018-02-14,82,Project,2
347,17,Participation 11,2018-01-09,46,Participation,4
348,17,Quiz 12,2018-02-15,84,Quiz,3
349,17,Test 13,2017-09-11,53,Test,4
350,17,Test 14,2018-06-04,32,Test,2
351,17,Project 15,2018-01-09,10,Project,1
352,17,Project 16,2018-04-21,57,Project,4
353,17,Homework 17,2018-02-10,24,Homework,1
354,17,Participation 18,2017-12-10,10,Participation,1
355,17,Test 19,2018-05-01,68,Test,3
356,18,Homework 1,2017-09-17,55,Homework,1
357,18,Test 2,2017-09-24,76,Test,3
358,18,Participation 3,2018-05-13,76,Participation,2
359,18,Test 4,2018-04-30,74,Test,1
360,18,Quiz 5,2018-01-30,17,Quiz,2
361,18,Project 6,2018-01-14,30,Project,3
362,18,Participation 7,2018-03-13,25,Participation,1
363,18,Test 8,2018-05-16,23,Test,4
364,18,Participation 9,2017-10-27,82,Participation,3
365,18,Homework 10,2017-09-07,61,Homework,3
366,18,Project 11,2017-10-20,34,Project,1
367,18,Quiz 12,2018-04-18,32,Quiz,3
368,18,Homework 13,2018-05-16,52,Homework,3
369,18,Quiz 14,2018-02-12,82,Quiz,4
370,18,Test 15,2017-09-08,90,Test,2
371,18,Participation 16,2017-10-14,60,Participation,4
372,18,Project 17,2017-09-21,69,Project,1
373,18,Participation 18,2017-11-25,15,Participation,2
374,18,Quiz 19,2018-05-03,34,Quiz,4
375,18,Participation 20,2018-01-15,29,Participation,4
376,18,Participation 21,2018-01-13,17,Participation,4
377,18,Homework 22,2018-01-21,73,Homework,3
378,18,Project 23,2018-04-03,30,Project,1
379,18,Test 24,2017-09-07,27,Test,1
380,19,Project 1,2018-04-17,55,Project,1
381,19,Participation 2,2017-10-24,59,Participation,2
382,19,Participation 3,2018-05-16,28,Participation,4
383,19,Project 4,2018-02-16,60,Project,3
384,19,Quiz 5,2018-01-17,25,Quiz,1
385,19,Quiz 6,2018-01-17,46,Quiz,1
386,19,Participation 7,2018-02-14,94,Participation,4
387,19,Homework 8,2017-09-24,93,Homework,3
388,19,Quiz 9,2018-04-05,61,Quiz,4
389,19,Participation 10,2017-10-18,86,Participation,3
390,19,Project 11,2018-03-19,12,Project,3
391,19,Homework 12,2018-01-15,23,Homework,3
392,19,Quiz 13,2018-01-27,51,Quiz,4
393,19,Test 14,2017-12-26,26,Test,2
394,19,Homework 15,2018-05-05,60,Homework,3
395,19,Quiz 16,2017-12-12,98,Quiz,1
396,19,Participation 17,2017-11-30,65,Participation,2
397,19,Test 18,2017-10-09,60,Test,1
398,19,Homework 19,2017-09-05,96,Homework,4
399,19,Test 20,2017-11-06,97,Test,4
400,19,Homework 21,2018-03-07,67,Homework,4
401,19,Quiz 22,2018-03-15,79,Quiz,1
402,20,Test 1,2018-01-23,14,Test,3
403,20,Project 2,2018-04-01,96,Project,2
404,20,Project 3,2017-10-10,80,Project,2
405,20,Test 4,2017-12-05,75,Test,2
406,20,Project 5,2017-12-05,52,Project,1
407,20,Project 6,2018-05-26,16,Project,4
408,20,Homework 7,2018-02-15,92,Homework,3
409,20,Homework 8,2017-11-17,94,Homework,2
410,20,Test 9,2018-04-20,20,Test,3
411,20,Project 10,2017-12-14,38,Project,1
412,20,Homework 11,2018-05-22,89,Homework,4
413,20,Test 12,2018-03-04,62,Test,3
414,20,Quiz 13,2017-11-11,45,Quiz,2
415,20,Test 14,2017-10-12,79,Test,2
416,20,Homework 15,2017-10-17,20,Homework,3
417,20,Test 16,2017-09-23,12,Test,4
418,20,Test 17,2018-02-17,50,Test,2
419,21,Test 1,2017-11-01,100,Test,3
420,21,Project 2,2018-05-30,85,Project,2
421,21,Test 3,2018-02-14,11,Test,1
422,21,Quiz 4,2017-09-29,76,Quiz,3
423,21,Participation 5,2018-05-17,81,Participation,4
424,21,Test 6,2017-12-28,63,Test,3
425,21,Participation 7,2018-05-12,11,Participation,3
426,21,Quiz 8,2018-01-07,29,Quiz,2
427,21,Test 9,2018-05-28,75,Test,4
428,21,Test 10,2017-09-20,91,Test,2
429,21,Quiz 11,2018-03-27,38,Quiz,4
430,21,Quiz 12,2018-03-24,93,Quiz,2
431,21,Test 13,2017-12-16,86,Test,3
432,21,Test 14,2017-12-20,20,Test,1
433,21,Test 15,2017-10-26,100,Test,1
434,21,Project 16,2018-05-29,76,Project,3
435,21,Homework 17,2018-05-28,11,Homework,1
436,21,Project 18,2018-05-24,70,Project,3
437,22,Homework 1,2018-04-30,83,Homework,1
438,22,Quiz 2,2017-11-01,14,Quiz,1
439,22,Homework 3,2018-01-13,23,Homework,4
440,22,Quiz 4,2018-03-11,76,Quiz,2
441,22,Homework 5,2017-11-21,54,Homework,3
442,22,Project 6,2017-10-12,45,Project,1
443,22,Participation 7,2017-11-12,100,Participation,1
444,22,Quiz 8,2017-10-18,84,Quiz,4
445,22,Homework 9,2017-11-25,88,Homework,4
446,22,Homework 10,2018-03-05,48,Homework,2
447,22,Quiz 11,2017-09-05,22,Quiz,1
448,22,Test 12,2018-01-13,62,Test,1
449,22,Quiz 13,2018-03-29,22,Quiz,4
450,22,Test 14,2018-04-05,31,Test,3
451,22,Test 15,2018-01-16,72,Test,1
452,22,Project 16,2018-02-23,78,Project,2
453,22,Test 17,2018-03-28,89,Test,3
454,22,Test 18,2017-10-15,68,Test,2
455,22,Test 19,2018-04-20,22,Test,2
456,22,Homework 20,2017-09-28,26,Homework,1
457,22,Participation 21,2017-09-20,62,Participation,3
458,22,Test 22,2017-12-24,10,Test,1
459,23,Homework 1,2018-01-27,23,Homework,3
460,23,Quiz 2,2018-05-31,10,Quiz,3
461,23,Participation 3,2018-06-01,48,Participation,4
462,23,Homework 4,2018-02-27,61,Homework,2
463,23,Test 5,2018-03-18,43,Test,1
464,23,Test 6,2018-02-01,23,Test,2
465,23,Project 7,2018-02-01,22,Project,2
466,23,Test 8,2018-04-06,14,Test,2
467,23,Project 9,2017-09-23,13,Project,1
468,23,Quiz 10,2017-10-13,70,Quiz,2
469,23,Project 11,2017-12-27,10,Project,1
470,23,Project 12,2018-05-02,64,Project,1
471,23,Quiz 13,2017-09-23,97,Quiz,3
472,23,Homework 14,2018-02-16,26,Homework,4
473,23,Quiz 15,2018-02-22,98,Quiz,3
474,23,Project 16,2018-05-17,80,Project,4
475,23,Participation 17,2018-03-14,57,Participation,3
476,23,Quiz 18,2018-01-06,83,Quiz,1
477,23,Homework 19,2017-10-14,17,Homework,4
478,23,Quiz 20,2018-03-28,86,Quiz,1
479,23,Project 21,2018-05-01,86,Project,4
480,23,Project 22,2018-04-11,15,Project,2
481,24,Quiz 1,2017-11-04,79,Quiz,4
482,24,Participation 2,2017-10-15,26,Participation,3
483,24,Homework 3,2018-02-10,80,Homework,2
484,24,Test 4,2018-03-09,14,Test,1
485,24,Homework 5,2017-09-16,70,Homework,1
486,24,Test 6,2017-10-13,67,Test,4
487,24,Test 7,2018-03-15,15,Test,1
488,24,Quiz 8,2017-10-24,93,Quiz,1
489,24,Project 9,2017-12-22,16,Project,4
490,24,Homework 10,2017-10-28,34,Homework,2
491,24,Project 11,2017-10-27,21,Project,2
492,24,Test 12,2017-12-29,43,Test,2
493,24,Quiz 13,2018-05-28,67,Quiz,3
494,24,Participation 14,2017-11-21,54,Participation,4
495,24,Participation 15,2018-01-07,75,Participation,4
496,24,Participation 16,2018-03-15,31,Participation,4
497,24,Quiz 17,2017-12-14,42,Quiz,4
498,25,Project 1,2017-09-25,27,Project,3
499,25,Project 2,2017-12-01,33,Project,3
500,25,Participation 3,2017-11-10,87,Participation,4
501,25,Participation 4,2018-04-29,76,Participation,4
502,25,Participation 5,2018-03-27,63,Participation,2
503,25,Homework 6,2017-12-10,53,Homework,3
504,25,Homework 7,2017-10-13,58,Homework,4
505,25,Quiz 8,2018-04-25,75,Quiz,2
506,25,Quiz 9,2017-12-21,59,Quiz,1
507,25,Participation 10,2018-04-21,40,Participation,3
508,25,Quiz 11,2018-03-21,34,Quiz,2
509,25,Participation 12,2017-10-01,20,Participation,4
510,25,Quiz 13,2018-03-09,93,Quiz,4
511,25,Project 14,2018-05-01,13,Project,2
512,25,Participation 15,2017-10-30,73,Participation,3
513,26,Participation 1,2018-04-12,99,Participation,2
514,26,Participation 2,2018-04-08,100,Participation,2
515,26,Quiz 3,2017-10-24,23,Quiz,2
516,26,Homework 4,2017-10-31,96,Homework,4
517,26,Participation 5,2018-05-08,88,Participation,1
518,26,Quiz 6,2018-04-25,40,Quiz,1
519,26,Project 7,2018-06-01,90,Project,3
520,26,Test 8,2018-04-18,34,Test,2
521,26,Test 9,2018-01-04,23,Test,4
522,26,Test 10,2018-04-01,84,Test,4
523,26,Test 11,2017-09-10,59,Test,3
524,26,Project 12,2017-09-06,72,Project,1
525,26,Participation 13,2017-09-26,46,Participation,4
526,26,Homework 14,2017-09-12,48,Homework,2
527,26,Participation 15,2018-05-02,57,Participation,1
528,26,Project 16,2018-04-06,24,Project,4
529,26,Quiz 17,2017-12-06,44,Quiz,1
530,26,Test 18,2018-05-05,41,Test,3
531,26,Project 19,2017-11-15,67,Project,2
532,26,Quiz 20,2018-04-05,18,Quiz,2
533,26,Quiz 21,2018-02-03,35,Quiz,4
534,26,Homework 22,2018-04-23,46,Homework,2
535,26,Test 23,2018-05-01,92,Test,3
536,27,Test 1,2017-09-06,78,Test,4
537,27,Project 2,2018-03-07,19,Project,1
538,27,Test 3,2018-04-26,34,Test,3
539,27,Project 4,2018-03-25,38,Project,1
540,27,Quiz 5,2017-12-16,36,Quiz,3
541,27,Homework 6,2018-05-02,58,Homework,1
542,27,Test 7,2017-12-21,59,Test,2
543,27,Participation 8,2018-03-01,16,Participation,4
544,27,Homework 9,2017-11-29,87,Homework,3
545,27,Homework 10,2018-05-19,19,Homework,3
546,27,Quiz 11,2018-01-30,71,Quiz,3
547,27,Test 12,2017-12-19,92,Test,2
548,27,Project 13,2018-02-18,40,Project,3
549,27,Test 14,2017-09-23,16,Test,3
550,27,Project 15,2018-05-20,13,Project,1
551,27,Quiz 16,2017-09-18,62,Quiz,2
552,27,Quiz 17,2017-10-26,43,Quiz,2
553,27,Participation 18,2018-02-12,90,Participation,3
554,27,Test 19,2018-02-03,69,Test,1
555,27,Test 20,2018-03-02,84,Test,4
556,27,Project 21,2018-02-22,98,Project,1
557,28,Participation 1,2017-11-13,80,Participation,2
558,28,Test 2,2018-01-05,17,Test,3
559,28,Project 3,2018-04-18,20,Project,4
560,28,Homework 4,2017-10-20,71,Homework,1
561,28,Quiz 5,2017-12-25,33,Quiz,4
562,28,Homework 6,2018-05-31,45,Homework,4
563,28,Homework 7,2017-12-28,20,Homework,3
564,28,Project 8,2018-01-07,40,Project,1
565,28,Project 9,2018-01-27,82,Project,1
566,28,Project 10,2017-10-15,96,Project,4
567,28,Homework 11,2018-01-16,34,Homework,1
