student_grade_history_id,student_id,school_year_id,gpa,grade_level_id
HIST000147,151,3,3.54,6
HIST000148,152,3,3.695,6
HIST000149,153,3,3.339,6
HIST000150,154,3,2.64,6
HIST000151,155,3,3.032,6
HIST000152,156,3,2.674,6
HIST000153,157,3,3.285,7
HIST000154,158,3,3.065,7
HIST000155,159,3,3.63,7
HIST000156,160,3,2.866,7
HIST000157,161,3,2.676,7
HIST000158,163,3,3.495,7
HIST000159,164,3,3.476,7
HIST000160,165,3,3.767,7
HIST000161,166,3,3.938,7
HIST000162,167,3,3.811,7
HIST000163,168,3,3.063,7
HIST000164,169,3,2.637,7
HIST000165,170,3,3.446,7
HIST000166,171,3,4.0,7
HIST000167,172,3,3.962,7
HIST000168,173,3,2.6,7
HIST000169,174,3,2.586,7
HIST000170,175,3,2.97,7
HIST000171,176,3,2.954,7
HIST000172,177,3,3.823,7
HIST000173,178,3,3.259,7
HIST000174,179,3,1.701,7
HIST000175,180,3,1.62,7
HIST000176,181,3,3.116,7
HIST000177,182,3,4.0,7
HIST000178,183,3,3.646,7
HIST000179,184,3,3.411,7
HIST000180,185,3,3.626,7
HIST000181,186,3,3.415,7
HIST000182,187,3,3.357,7
HIST000183,188,3,2.865,7
HIST000184,189,3,3.524,7
HIST000185,190,3,3.027,7
HIST000186,191,3,3.322,7
HIST000187,192,3,2.937,7
HIST000188,193,3,3.227,7
HIST000189,194,3,3.221,7
HIST000190,195,3,3.297,7
HIST000191,196,3,3.145,8
HIST000192,197,3,3.3,8
HIST000193,198,3,3.714,8
HIST000194,199,3,2.908,8
HIST000195,200,3,3.048,8
HIST000196,201,3,3.461,8
HIST000197,202,3,3.409,8
HIST000198,203,3,3.495,8
HIST000199,204,3,3.278,8
HIST000200,205,3,3.563,8
HIST000201,206,3,3.577,8
HIST000202,207,3,1.678,8
HIST000203,208,3,1.511,8
HIST000204,209,3,3.124,8
HIST000205,210,3,3.409,8
HIST000206,211,3,3.053,8
HIST000207,212,3,3.21,8
HIST000208,213,3,3.895,8
HIST000209,214,3,3.172,8
HIST000210,215,3,2.483,8
HIST000211,216,3,3.215,8
HIST000212,217,3,3.365,8
HIST000213,218,3,3.828,8
HIST000214,219,3,3.153,8
HIST000215,220,3,3.6,8
HIST000216,221,3,2.698,8
HIST000217,222,3,3.393,8
HIST000218,223,3,3.202,8
HIST000219,224,3,3.357,8
HIST000220,225,3,3.257,8
HIST000221,226,3,2.479,8
HIST000222,227,3,3.495,8
HIST000223,228,3,3.5,8
HIST000224,229,3,3.465,8
HIST000225,230,3,3.099,8
HIST000226,231,3,2.997,8
HIST000227,232,3,1.904,8
HIST000228,233,3,3.194,8
HIST000229,234,3,3.806,8
HIST000230,235,3,3.25,9
HIST000231,236,3,2.813,9
HIST000232,237,3,2.853,9
HIST000233,238,3,2.865,9
HIST000234,239,3,3.489,9
HIST000235,240,3,3.544,9
HIST000236,241,3,2.723,9
HIST000237,242,3,2.586,9
HIST000238,243,3,2.722,9
HIST000239,244,3,3.64,9
HIST000240,245,3,3.081,9
HIST000241,246,3,3.299,9
HIST000242,247,3,3.627,9
HIST000243,248,3,2.756,9
HIST000244,249,3,2.262,9
HIST000245,250,3,3.566,9
HIST000246,251,3,3.081,9
HIST000247,252,3,2.958,9
HIST000248,253,3,3.607,9
HIST000249,254,3,2.265,9
HIST000250,255,3,3.495,9
HIST000251,256,3,3.008,9
HIST000252,257,3,3.032,9
HIST000253,258,3,3.287,9
HIST000254,259,3,3.148,9
HIST000255,260,3,1.73,9
HIST000256,262,3,2.9,9
HIST000257,263,3,2.65,9
HIST000258,264,3,3.086,9
HIST000259,265,3,2.556,9
HIST000260,266,3,2.874,9
HIST000261,267,3,3.069,9
HIST000262,268,3,2.061,9
HIST000263,269,3,3.02,9
HIST000264,270,3,3.022,9
HIST000265,271,3,2.879,9
HIST000266,272,3,2.76,9
HIST000267,273,3,3.151,10
HIST000268,274,3,3.852,10
HIST000269,275,3,4.0,10
HIST000270,276,3,3.746,10
HIST000271,277,3,2.181,10
HIST000272,278,3,3.496,10
HIST000273,279,3,3.02,10
HIST000274,280,3,2.806,10
HIST000275,281,3,3.231,10
HIST000276,282,3,2.96,10
HIST000277,283,3,3.599,10
HIST000278,284,3,3.139,10
HIST000279,285,3,2.674,10
HIST000280,286,3,3.411,10
HIST000281,287,3,3.209,10
HIST000282,288,3,3.035,10
HIST000283,289,3,3.284,10
HIST000284,290,3,2.126,10
HIST000285,291,3,3.613,10
HIST000286,292,3,3.77,10
HIST000287,293,3,3.023,10
HIST000288,294,3,3.29,10
HIST000289,295,3,3.645,10
HIST000290,296,3,2.997,10
HIST000291,297,3,3.27,10
HIST000292,298,3,2.965,10
HIST000293,299,3,3.336,10
HIST000294,300,3,3.177,10
HIST000295,301,3,1.946,10
HIST000296,302,3,3.426,10
HIST000297,303,3,2.716,10
HIST000298,304,3,3.102,10
HIST000299,305,3,3.448,10
HIST000300,306,3,3.684,10
HIST000301,307,3,3.501,10
HIST000302,308,3,2.969,10
HIST000303,309,3,3.48,10
HIST000304,310,3,2.783,10
HIST000305,311,3,4.0,11
HIST000306,312,3,3.55,11
HIST000307,313,3,3.014,11
HIST000308,314,3,3.073,11
HIST000309,315,3,3.029,11
HIST000310,316,3,3.846,11
HIST000311,317,3,2.767,11
HIST000312,318,3,3.524,11
HIST000313,319,3,3.285,11
HIST000314,320,3,3.131,11
HIST000315,321,3,3.214,11
HIST000316,322,3,3.717,11
HIST000317,323,3,1.886,11
HIST000318,324,3,4.0,11
HIST000319,325,3,3.173,11
HIST000320,326,3,3.42,11
HIST000321,327,3,3.215,11
HIST000322,328,3,3.808,11
HIST000323,329,3,3.06,11
HIST000324,330,3,2.993,11
HIST000325,331,3,2.775,11
HIST000326,332,3,3.336,11
HIST000327,333,3,3.653,11
HIST000328,334,3,3.473,11
HIST000329,335,3,2.676,11
HIST000330,336,3,3.321,11
HIST000331,337,3,2.99,11
HIST000332,338,3,3.162,11
HIST000333,339,3,3.144,11
HIST000334,340,3,4.0,11
HIST000335,341,3,3.135,11
HIST000336,342,3,3.854,11
HIST000337,343,3,3.534,11
HIST000338,344,3,3.814,11
HIST000339,345,3,3.016,11
HIST000340,346,3,3.347,11
HIST000341,347,3,2.967,11
HIST000342,348,3,3.915,11
HIST000343,349,3,3.186,12
HIST000344,350,3,2.679,12
HIST000345,351,3,3.419,12
HIST000346,352,3,2.831,12
HIST000347,353,3,3.118,12
HIST000348,354,3,4.0,12
HIST000349,355,3,2.703,12
HIST000350,356,3,3.143,12
HIST000351,357,3,3.075,12
HIST000352,358,3,2.734,12
HIST000353,359,3,3.677,12
HIST000354,360,3,3.322,12
HIST000355,361,3,3.714,12
HIST000356,362,3,3.332,12
HIST000357,363,3,3.552,12
HIST000358,364,3,3.625,12
HIST000359,365,3,2.519,12
HIST000360,366,3,3.382,12
HIST000361,367,3,3.087,12
HIST000362,368,3,3.244,12
HIST000363,369,3,2.849,12
HIST000364,370,3,2.609,12
HIST000365,371,3,4.0,12
HIST000366,372,3,3.723,12
HIST000367,373,3,3.181,12
HIST000368,374,3,1.665,12
HIST000369,375,3,3.225,12
HIST000370,376,3,2.961,12
HIST000371,377,3,2.146,12
HIST000372,378,3,2.857,12
HIST000373,379,3,3.205,12
HIST000374,380,3,3.16,12
HIST000375,381,3,3.204,12
HIST000376,382,3,3.132,12
HIST000377,383,3,3.329,12
HIST000378,384,3,3.903,12
HIST000379,385,3,2.909,12
HIST000380,386,3,2.909,12
HIST000381,387,3,3.199,13
HIST000382,388,3,3.32,13
HIST000383,389,3,2.875,13
HIST000384,390,3,2.778,13
HIST000385,391,3,3.197,13
HIST000386,392,3,2.541,13
HIST000387,393,3,1.954,13
HIST000388,394,3,3.037,13
HIST000389,395,3,2.627,13
HIST000390,396,3,3.074,13
HIST000391,397,3,3.047,13
HIST000392,398,3,3.306,13
HIST000393,399,3,3.261,13
HIST000394,400,3,2.558,13
HIST000395,401,3,3.519,13
HIST000396,402,3,3.158,13
HIST000397,403,3,3.237,13
HIST000398,404,3,2.687,13
HIST000399,405,3,2.84,13
HIST000400,406,3,3.378,13
HIST000401,407,3,2.679,13
HIST000402,408,3,3.592,13
HIST000403,409,3,3.241,13
HIST000404,410,3,3.185,13
HIST000405,411,3,3.191,13
HIST000406,412,3,3.254,13
HIST000407,413,3,3.086,13
HIST000408,414,3,3.046,13
HIST000409,415,3,2.632,13
HIST000410,417,3,3.996,13
HIST000411,418,3,3.63,13
HIST000412,419,3,3.428,13
HIST000413,420,3,2.566,13
HIST000414,421,3,3.595,13
HIST000415,422,3,3.019,13
HIST000416,423,3,2.632,13
HIST000417,424,3,3.241,13
HIST000418,501,3,3.37,2
HIST000419,502,3,2.66,2
HIST000420,503,3,2.911,2
HIST000421,504,3,3.608,2
HIST000422,505,3,3.07,2
HIST000423,506,3,4.0,2
HIST000424,507,3,3.882,2
HIST000425,508,3,3.306,2
HIST000426,509,3,3.415,2
HIST000427,510,3,2.872,2
HIST000428,511,3,3.93,2
HIST000429,512,3,3.25,2
HIST000430,513,3,3.279,2
HIST000431,514,3,3.319,2
HIST000432,515,3,2.446,2
HIST000433,516,3,2.541,2
HIST000434,517,3,2.995,2
HIST000435,518,3,3.617,2
HIST000436,519,3,3.142,2
HIST000437,520,3,3.432,2
HIST000438,521,3,3.286,2
HIST000439,522,3,3.243,2
HIST000440,523,3,3.853,2
HIST000441,524,3,3.456,2
HIST000442,525,3,3.25,2
HIST000443,526,3,3.034,2
HIST000444,527,3,3.992,2
HIST000445,528,3,4.0,2
HIST000446,529,3,3.708,2
HIST000447,531,3,3.006,2
HIST000448,532,3,2.409,2
HIST000449,533,3,2.682,2
HIST000450,534,3,3.57,2
HIST000451,535,3,3.006,2
HIST000452,536,3,3.317,2
HIST000453,537,3,2.407,2
HIST000454,538,3,3.498,2
HIST000455,539,3,2.392,2
HIST000456,540,3,3.657,2
HIST000457,541,3,2.271,2
HIST000458,542,3,3.404,2
HIST000459,543,3,3.566,4
HIST000460,544,3,3.911,5
HIST000461,545,3,2.785,3
HIST000462,546,3,3.917,11
HIST000463,547,3,2.957,11
HIST000464,548,3,3.083,6
HIST000465,549,3,3.087,12
HIST000466,550,3,3.565,1
HIST000467,551,3,2.78,1
HIST000468,552,3,4.0,1
HIST000469,553,3,3.141,1
HIST000470,554,3,3.506,1
HIST000471,555,3,2.21,1
HIST000472,556,3,3.617,1
HIST000473,557,3,3.023,1
HIST000474,558,3,2.828,1
HIST000475,559,3,3.186,1
HIST000476,560,3,2.875,1
HIST000477,561,3,3.827,1
HIST000478,562,3,3.247,1
HIST000479,563,3,3.247,1
HIST000480,564,3,1.645,1
HIST000481,565,3,2.765,1
HIST000482,566,3,2.629,1
HIST000483,567,3,3.72,1
HIST000484,568,3,1.517,1
HIST000485,569,3,3.712,1
HIST000486,570,3,3.185,1
HIST000487,571,3,2.528,1
HIST000488,572,3,3.245,1
HIST000489,573,3,2.67,1
HIST000490,574,3,2.984,1
HIST000491,575,3,2.926,1
HIST000492,576,3,3.719,1
HIST000493,577,3,3.143,1
HIST000494,579,3,2.295,1
HIST000495,580,3,3.775,1
HIST000496,581,3,3.109,1
HIST000497,582,3,3.296,1
HIST000498,583,3,3.455,1
HIST000499,584,3,3.696,1
HIST000500,585,3,2.923,1
HIST000501,586,3,2.272,1
HIST000502,587,3,3.938,1
HIST000503,588,3,3.422,1
HIST000504,589,3,3.752,11
HIST000505,590,3,3.06,8
HIST000506,591,3,3.077,7
HIST000507,592,3,3.143,11
HIST000508,593,3,2.102,12
HIST000509,594,3,3.249,5
HIST000510,595,3,3.418,7
HIST000511,596,3,3.419,11
