payment_id,guardian_id,fee_type_id,amount_paid,payment_date
PMT0228,173,4,150,2024-05-03
PMT0229,386,4,150,2025-03-01
PMT0230,42,4,50,2023-11-20
PMT0231,384,5,50,2024-09-08
PMT0232,180,2,50,2025-03-13
PMT0233,400,1,50,2025-07-03
PMT0234,127,2,50,2024-09-01
PMT0235,319,2,100,2025-06-30
PMT0236,65,4,50,2023-07-18
PMT0237,289,2,400,2024-10-25
PMT0238,359,3,150,2024-03-25
PMT0239,86,5,8000,2024-07-31
PMT0240,383,1,100,2023-08-02
PMT0241,160,1,8000,2023-10-12
PMT0242,14,3,8000,2025-07-08
PMT0243,347,4,400,2024-04-24
PMT0244,367,2,50,2025-05-30
PMT0245,304,2,50,2025-04-23
PMT0246,357,3,8000,2025-04-04
PMT0247,62,5,50,2024-03-12
PMT0248,178,5,400,2024-01-19
PMT0249,339,3,50,2023-08-31
PMT0250,260,3,50,2024-01-21
PMT0251,216,4,50,2025-05-29
PMT0252,222,3,400,2024-09-30
PMT0253,363,2,400,2023-09-17
PMT0254,91,5,150,2023-09-22
PMT0255,316,5,400,2025-02-05
PMT0256,239,4,8000,2024-07-29
PMT0257,138,3,100,2025-04-11
PMT0258,45,3,400,2023-09-09
PMT0259,125,4,8000,2025-02-27
PMT0260,313,4,150,2024-09-03
PMT0261,15,4,150,2025-03-03
PMT0262,94,4,100,2023-10-23
PMT0263,182,3,150,2023-10-25
PMT0264,144,5,150,2024-12-11
PMT0265,285,1,8000,2024-07-21
PMT0266,98,1,100,2024-09-17
PMT0267,369,4,400,2023-11-23
PMT0268,285,2,400,2024-02-08
PMT0269,331,4,400,2024-08-30
PMT0270,9,1,150,2025-05-25
PMT0271,114,4,100,2024-10-31
PMT0272,157,5,150,2024-06-10
PMT0273,243,5,8000,2023-12-29
PMT0274,177,4,8000,2025-07-08
PMT0275,170,3,400,2024-09-08
PMT0276,139,3,150,2025-02-23
PMT0277,119,1,100,2025-02-03
PMT0278,162,1,8000,2025-01-03
PMT0279,391,2,100,2023-12-21
PMT0280,111,4,150,2025-01-21
PMT0281,371,5,8000,2024-03-16
PMT0282,306,3,50,2024-05-22
PMT0283,100,3,100,2024-12-20
PMT0284,185,2,150,2024-12-03
PMT0285,8,5,100,2024-05-03
PMT0286,141,1,50,2024-06-22
PMT0287,284,3,100,2025-06-15
PMT0288,327,4,50,2024-08-23
PMT0289,7,5,150,2024-07-02
PMT0290,241,4,400,2023-10-19
PMT0291,175,2,50,2024-01-26
PMT0292,130,4,50,2024-01-08
PMT0293,34,4,400,2023-09-05
PMT0294,38,5,50,2024-04-05
PMT0295,78,2,8000,2023-08-03
PMT0296,156,1,100,2024-10-16
PMT0297,61,5,400,2024-09-20
PMT0298,311,5,8000,2024-01-12
PMT0299,116,5,400,2024-10-17
PMT0300,231,4,150,2024-01-05
