student_grade_history_id,student_id,school_year_id,gpa,grade_level_id
GH0173,173,1,3.27,3
GH0174,174,1,3.23,4
GH0175,175,1,3.63,1
GH0176,176,1,3.14,9
GH0177,177,1,2.56,9
GH0178,178,1,2.34,12
GH0179,179,1,2.59,10
GH0180,180,1,2.53,9
GH0181,181,1,3.97,11
GH0182,182,1,3.63,3
GH0183,183,1,3.93,7
GH0184,184,1,3.84,5
GH0185,185,1,3.73,3
GH0186,186,1,3.4,3
GH0187,187,1,2.5,12
GH0188,188,1,2.64,4
GH0189,189,1,3.52,11
GH0190,190,1,2.79,3
GH0191,191,1,3.15,5
GH0192,192,1,3.26,7
GH0193,193,1,2.9,11
GH0194,194,1,3.59,2
GH0195,195,1,2.81,12
GH0196,196,1,2.56,6
GH0197,197,1,2.91,8
GH0198,198,1,2.65,1
GH0199,199,1,3.74,12
GH0200,200,1,2.19,8
GH0201,201,1,3.27,12
GH0202,202,1,2.72,2
GH0203,203,1,3.59,7
GH0204,204,1,2.44,7
GH0205,205,1,3.65,8
GH0206,206,1,2.54,5
GH0207,207,1,2.68,10
GH0208,208,1,2.26,8
GH0209,209,1,3.58,11
GH0210,210,1,3.52,1
GH0211,211,1,2.2,8
GH0212,212,1,2.03,3
GH0213,213,1,2.88,1
GH0214,214,1,3.98,7
GH0215,215,1,2.4,12
GH0216,216,1,3.82,11
GH0217,217,1,2.6,5
GH0218,218,1,2.19,6
GH0219,219,1,2.5,6
GH0220,220,1,3.33,11
GH0221,221,1,2.33,7
GH0222,222,1,3.25,12
GH0223,223,1,3.4,4
GH0224,224,1,2.86,2
GH0225,225,1,3.41,1
GH0226,226,1,2.43,2
GH0227,227,1,2.27,4
GH0228,228,1,3.04,8
GH0229,229,1,2.02,12
GH0230,230,1,2.69,2
GH0231,231,1,3.98,7
GH0232,232,1,3.39,8
GH0233,233,1,2.14,7
GH0234,234,1,2.18,2
GH0235,235,1,2.21,6
GH0236,236,1,3.76,3
GH0237,237,1,2.77,3
GH0238,238,1,3.28,11
GH0239,239,1,2.29,9
GH0240,240,1,3.13,10
GH0241,241,1,3.3,8
GH0242,242,1,2.7,4
GH0243,243,1,3.26,3
GH0244,244,1,3.84,10
GH0245,245,1,3.37,4
GH0246,246,1,2.17,2
GH0247,247,1,2.28,2
GH0248,248,1,3.18,7
GH0249,249,1,2.7,7
GH0250,250,1,2.63,3
GH0251,251,1,2.5,11
GH0252,252,1,2.17,9
GH0253,253,1,3.2,12
GH0254,254,1,3.22,12
GH0255,255,1,2.05,11
GH0256,256,1,3.75,4
GH0257,257,1,3.04,9
GH0258,258,1,2.38,7
GH0259,259,1,2.59,1
GH0260,260,1,3.57,4
GH0261,261,1,2.99,2
GH0262,262,1,2.48,11
GH0263,263,1,3.19,9
GH0264,264,1,3.78,1
GH0265,265,1,3.97,6
GH0266,266,1,2.26,10
GH0267,267,1,2.84,9
GH0268,268,1,3.37,8
GH0269,269,1,3.91,2
GH0270,270,1,2.03,2
GH0271,271,1,2.03,4
GH0272,272,1,2.08,1
GH0273,273,1,3.9,7
GH0274,274,1,3.01,11
GH0275,275,1,3.43,7
GH0276,276,1,2.85,7
GH0277,277,1,2.16,9
GH0278,278,1,3.08,3
GH0279,279,1,2.55,5
GH0280,280,1,2.16,4
GH0281,281,1,3.95,3
GH0282,282,1,3.07,7
GH0283,283,1,3.17,11
GH0284,284,1,3.36,2
GH0285,285,1,2.62,7
GH0286,286,1,3.46,4
GH0287,287,1,2.12,2
GH0288,288,1,3.85,2
GH0289,289,1,2.91,10
GH0290,290,1,2.11,11
GH0291,291,1,3.48,12
GH0292,292,1,2.35,1
GH0293,293,1,3.42,12
GH0294,294,1,2.02,8
GH0295,295,1,3.91,9
GH0296,296,1,3.03,12
GH0297,297,1,2.52,6
GH0298,298,1,2.25,5
GH0299,299,1,3.47,2
GH0300,300,1,3.54,1
GH0301,301,1,2.67,7
GH0302,302,1,2.54,2
GH0303,303,1,2.53,10
GH0304,304,1,3.26,8
GH0305,305,1,2.91,6
GH0306,306,1,2.11,10
GH0307,307,1,2.33,3
GH0308,308,1,2.51,2
GH0309,309,1,3.79,11
GH0310,310,1,3.45,4
GH0311,311,1,3.48,1
GH0312,312,1,2.09,1
GH0313,313,1,2.49,8
GH0314,314,1,2.73,3
GH0315,315,1,2.36,1
GH0316,316,1,3.11,12
GH0317,317,1,3.48,7
GH0318,318,1,2.45,4
GH0319,319,1,2.83,12
GH0320,320,1,2.64,2
GH0321,321,1,3.14,2
GH0322,322,1,3.0,1
GH0323,323,1,2.36,9
GH0324,324,1,3.96,7
GH0325,325,1,2.14,8
GH0326,326,1,3.73,5
GH0327,327,1,2.65,9
GH0328,328,1,2.91,6
GH0329,329,1,2.4,10
GH0330,330,1,3.57,12
GH0331,331,1,3.25,8
GH0332,332,1,2.74,8
GH0333,333,1,4.0,4
GH0334,334,1,3.46,9
GH0335,335,1,3.52,4
GH0336,336,1,2.3,7
GH0337,337,1,2.05,9
GH0338,338,1,2.69,12
GH0339,339,1,3.75,6
GH0340,340,1,2.0,11
GH0341,341,1,2.75,12
GH0342,342,1,3.45,2
GH0343,343,1,2.41,4
GH0344,344,1,2.84,1
GH0345,345,1,3.95,3
GH0346,346,1,3.42,2
GH0347,347,1,2.09,4
GH0348,348,1,3.79,9
GH0349,349,1,2.83,6
GH0350,350,1,2.92,12
GH0351,351,1,2.17,2
GH0352,352,1,3.01,11
GH0353,353,1,3.64,2
GH0354,354,1,3.18,1
GH0355,355,1,2.87,3
GH0356,356,1,2.47,5
GH0357,357,1,3.7,7
GH0358,358,1,3.4,12
GH0359,359,1,2.65,8
GH0360,360,1,2.54,2
GH0361,361,1,3.89,3
GH0362,362,1,3.56,10
GH0363,363,1,2.22,2
GH0364,364,1,2.33,8
GH0365,365,1,2.63,2
GH0366,366,1,3.07,4
GH0367,367,1,2.9,8
GH0368,368,1,2.53,2
GH0369,369,1,2.18,11
GH0370,370,1,2.61,12
GH0371,371,1,3.39,1
GH0372,372,1,2.43,6
GH0373,373,1,2.3,12
GH0374,374,1,2.5,6
GH0375,375,1,2.79,1
GH0376,376,1,3.35,5
GH0377,377,1,3.64,3
GH0378,378,1,2.06,7
GH0379,379,1,3.71,9
GH0380,380,1,3.5,4
GH0381,381,1,2.19,2
GH0382,382,1,3.61,3
GH0383,383,1,2.24,1
GH0384,384,1,3.66,4
GH0385,385,1,2.26,7
GH0386,386,1,2.74,11
GH0387,387,1,3.88,2
GH0388,388,1,3.16,5
GH0389,389,1,3.83,2
GH0390,390,1,2.04,2
GH0391,391,1,2.4,11
GH0392,392,1,2.89,3
GH0393,393,1,2.18,6
GH0394,394,1,2.25,8
GH0395,395,1,2.1,10
GH0396,396,1,2.87,12
GH0397,397,1,2.79,1
GH0398,398,1,2.77,7
GH0399,399,1,2.35,4
GH0400,400,1,3.82,5
GH0401,401,1,2.56,3
GH0402,402,1,2.07,10
GH0403,403,1,3.23,11
GH0404,404,1,2.59,7
GH0405,405,1,3.77,8
GH0406,406,1,2.12,5
GH0407,407,1,2.77,7
GH0408,408,1,2.4,9
GH0409,409,1,2.5,9
GH0410,410,1,3.59,7
GH0411,411,1,3.56,6
GH0412,412,1,2.96,8
GH0413,413,1,2.69,10
GH0414,414,1,3.0,7
GH0415,415,1,2.54,1
GH0416,416,1,2.64,4
GH0417,417,1,2.06,5
GH0418,418,1,2.12,8
GH0419,419,1,3.06,10
GH0420,420,1,4.0,3
GH0421,421,1,2.2,11
GH0422,422,1,2.48,9
GH0423,423,1,3.63,12
GH0424,424,1,2.11,4
GH0425,425,1,3.15,7
GH0426,426,1,2.71,3
GH0427,427,1,2.35,10
GH0428,428,1,2.64,12
GH0429,429,1,3.4,10
GH0430,430,1,2.06,12
GH0431,431,1,2.7,10
GH0432,432,1,3.13,10
GH0433,433,1,3.9,8
GH0434,434,1,3.08,3
GH0435,435,1,2.98,2
GH0436,436,1,2.11,10
GH0437,437,1,2.44,9
GH0438,438,1,2.96,6
GH0439,439,1,3.84,4
GH0440,440,1,3.61,6
GH0441,441,1,3.43,6
GH0442,442,1,2.12,3
GH0443,443,1,3.17,3
GH0444,444,1,3.55,9
GH0445,445,1,3.72,2
GH0446,446,1,2.75,11
GH0447,447,1,2.79,2
GH0448,448,1,2.67,6
GH0449,449,1,2.27,3
GH0450,450,1,3.46,7
GH0451,451,1,3.58,8
GH0452,452,1,3.3,3
GH0453,453,1,3.41,9
GH0454,454,1,3.39,10
GH0455,455,1,3.57,4
GH0456,456,1,3.33,3
GH0457,457,1,2.76,12
GH0458,458,1,3.38,3
GH0459,459,1,2.36,1
GH0460,460,1,3.9,10
GH0461,461,1,2.78,10
GH0462,462,1,2.06,10
GH0463,463,1,2.64,10
GH0464,464,1,2.44,10
GH0465,465,1,2.21,8
GH0466,466,1,2.28,12
GH0467,467,1,2.16,6
GH0468,468,1,3.96,3
GH0469,469,1,3.27,2
GH0470,470,1,3.64,11
GH0471,471,1,3.28,6
GH0472,472,1,2.89,5
GH0473,473,1,2.42,12
GH0474,474,1,2.14,5
GH0475,475,1,3.57,12
GH0476,476,1,2.0,7
GH0477,477,1,2.88,7
GH0478,478,1,3.94,7
GH0479,479,1,2.99,7
GH0480,480,1,2.7,7
GH0481,481,1,2.2,8
GH0482,482,1,3.58,10
GH0483,483,1,3.3,11
GH0484,484,1,2.45,8
GH0485,485,1,2.15,1
GH0486,486,1,2.59,6
GH0487,487,1,2.52,2
GH0488,488,1,2.15,3
GH0489,489,1,3.78,3
GH0490,490,1,3.46,9
GH0491,491,1,3.88,2
GH0492,492,1,2.68,10
GH0493,493,1,3.79,12
GH0494,494,1,2.06,11
GH0495,495,1,2.33,7
GH0496,496,1,2.31,2
GH0497,497,1,2.66,4
GH0498,498,1,2.82,9
GH0499,499,1,3.44,12
GH0500,500,1,3.08,11
