payment_id,guardian_id,fee_type_id,amount_paid,payment_date
PAY000098,14,4,8377,2019-04-15
PAY000099,14,4,7408,2019-05-15
PAY000100,14,4,7368,2019-06-15
PAY000101,14,4,8600,2019-07-15
PAY000102,14,1,118,2018-08-19
PAY000103,14,2,54,2018-08-28
PAY000104,16,4,7776,2018-08-15
PAY000105,16,4,8203,2018-09-15
PAY000106,16,4,8190,2018-10-15
PAY000107,16,4,7225,2018-11-15
PAY000108,16,4,7580,2018-12-15
PAY000109,16,4,7630,2019-01-15
PAY000110,16,4,8541,2019-02-15
PAY000111,16,4,8666,2019-03-15
PAY000112,16,4,8390,2019-04-15
PAY000113,16,4,8139,2019-05-15
PAY000114,16,4,8158,2019-06-15
PAY000115,16,4,7344,2019-07-15
PAY000116,16,2,48,2018-08-10
PAY000117,17,4,7986,2018-08-15
PAY000118,17,4,7876,2018-09-15
PAY000119,17,4,7901,2018-10-15
PAY000120,17,4,7409,2018-11-15
PAY000121,17,4,7704,2018-12-15
PAY000122,17,4,8334,2019-01-15
PAY000123,17,4,7282,2019-02-15
PAY000124,17,4,8642,2019-03-15
PAY000125,17,4,8340,2019-04-15
PAY000126,17,4,7264,2019-05-15
PAY000127,17,4,7618,2019-06-15
PAY000128,17,4,7929,2019-07-15
PAY000129,17,1,112,2018-08-15
PAY000130,17,2,53,2018-08-22
PAY000131,18,4,7585,2018-08-15
PAY000132,18,1,99,2018-08-22
PAY000133,18,2,45,2018-08-23
PAY000134,19,4,8294,2018-08-15
PAY000135,19,4,7976,2018-09-15
PAY000136,19,4,7604,2018-10-15
PAY000137,19,4,7991,2018-11-15
PAY000138,19,4,8579,2018-12-15
PAY000139,19,4,7376,2019-01-15
PAY000140,19,4,7746,2019-02-15
PAY000141,19,4,7521,2019-03-15
PAY000142,19,4,7425,2019-04-15
PAY000143,19,1,100,2018-08-22
PAY000144,20,4,8213,2018-08-15
PAY000145,20,4,8135,2018-09-15
PAY000146,20,4,8072,2018-10-15
PAY000147,20,4,8473,2018-11-15
PAY000148,20,4,8521,2018-12-15
PAY000149,20,4,8347,2019-01-15
PAY000150,20,4,7448,2019-02-15
PAY000151,20,4,7945,2019-03-15
PAY000152,20,4,8056,2019-04-15
PAY000153,20,1,110,2018-08-12
PAY000154,20,2,52,2018-08-13
PAY000155,22,4,7390,2018-08-15
PAY000156,22,4,7944,2018-09-15
PAY000157,22,4,7813,2018-10-15
PAY000158,22,4,7778,2018-11-15
PAY000159,22,4,7424,2018-12-15
PAY000160,22,4,7864,2019-01-15
PAY000161,22,4,7329,2019-02-15
PAY000162,22,4,7933,2019-03-15
PAY000163,22,4,8771,2019-04-15
PAY000164,22,1,105,2018-08-30
PAY000165,22,2,48,2018-08-11
PAY000166,23,4,8798,2018-08-15
PAY000167,23,4,8307,2018-09-15
PAY000168,23,4,7249,2018-10-15
PAY000169,23,4,7309,2018-11-15
PAY000170,23,4,8180,2018-12-15
PAY000171,23,4,8641,2019-01-15
PAY000172,23,4,7808,2019-02-15
PAY000173,23,4,8252,2019-03-15
PAY000174,23,4,7598,2019-04-15
PAY000175,23,4,8708,2019-05-15
PAY000176,23,4,8748,2019-06-15
PAY000177,23,4,7850,2019-07-15
PAY000178,23,1,101,2018-08-11
PAY000179,24,4,8073,2018-08-15
PAY000180,24,4,7869,2018-09-15
PAY000181,24,4,7930,2018-10-15
PAY000182,24,4,8180,2018-11-15
PAY000183,24,4,7276,2018-12-15
PAY000184,24,4,7715,2019-01-15
PAY000185,24,4,7216,2019-02-15
PAY000186,24,4,7896,2019-03-15
PAY000187,24,4,8015,2019-04-15
PAY000188,24,1,115,2018-08-12
PAY000189,26,4,7631,2018-08-15
PAY000190,26,4,7216,2018-09-15
PAY000191,26,4,8314,2018-10-15
PAY000192,26,4,8061,2018-11-15
PAY000193,26,4,8743,2018-12-15
PAY000194,26,4,8705,2019-01-15
PAY000195,26,4,8650,2019-02-15
PAY000196,26,4,7727,2019-03-15
PAY000197,26,4,7774,2019-04-15
PAY000198,26,2,45,2018-08-17
PAY000199,28,4,8606,2018-08-15
PAY000200,28,4,7789,2018-09-15
PAY000201,28,4,8057,2018-10-15
PAY000202,28,4,7747,2018-11-15
PAY000203,28,4,7698,2018-12-15
PAY000204,28,4,7388,2019-01-15
PAY000205,28,4,7276,2019-02-15
PAY000206,28,4,7541,2019-03-15
PAY000207,28,4,8112,2019-04-15
PAY000208,28,1,114,2018-08-23
PAY000209,28,2,47,2018-08-21
PAY000210,29,4,7768,2018-08-15
PAY000211,29,4,8783,2018-09-15
PAY000212,29,4,8182,2018-10-15
PAY000213,29,4,7239,2018-11-15
PAY000214,29,4,8063,2018-12-15
PAY000215,29,4,7978,2019-01-15
PAY000216,29,4,8467,2019-02-15
PAY000217,29,4,7271,2019-03-15
PAY000218,29,4,7415,2019-04-15
PAY000219,29,1,115,2018-08-10
PAY000220,29,2,46,2018-08-17
PAY000221,30,4,7849,2018-08-15
PAY000222,30,4,7371,2018-09-15
PAY000223,30,4,8360,2018-10-15
PAY000224,30,4,7245,2018-11-15
PAY000225,30,4,7847,2018-12-15
PAY000226,30,4,8421,2019-01-15
PAY000227,30,4,7593,2019-02-15
PAY000228,30,4,8476,2019-03-15
PAY000229,30,4,8489,2019-04-15
PAY000230,30,4,8452,2019-05-15
PAY000231,30,4,8504,2019-06-15
PAY000232,30,4,8554,2019-07-15
PAY000233,30,1,118,2018-08-10
PAY000234,30,2,48,2018-08-10
PAY000235,31,4,8197,2018-08-15
PAY000236,31,4,7531,2018-09-15
PAY000237,31,4,8413,2018-10-15
PAY000238,31,4,7863,2018-11-15
PAY000239,31,4,7316,2018-12-15
PAY000240,31,4,7601,2019-01-15
PAY000241,31,4,7875,2019-02-15
PAY000242,31,4,8244,2019-03-15
PAY000243,31,4,7717,2019-04-15
PAY000244,31,1,110,2018-08-13
PAY000245,31,2,49,2018-08-17
PAY000246,32,4,7617,2018-08-15
PAY000247,32,4,8016,2018-09-15
PAY000248,32,4,7904,2018-10-15
PAY000249,32,4,7354,2018-11-15
PAY000250,32,4,7834,2018-12-15
PAY000251,32,4,7346,2019-01-15
PAY000252,32,4,8296,2019-02-15
PAY000253,32,4,7402,2019-03-15
PAY000254,32,4,7979,2019-04-15
PAY000255,32,2,49,2018-08-21
PAY000256,33,4,8216,2018-08-15
PAY000257,33,4,8673,2018-09-15
PAY000258,33,4,8204,2018-10-15
PAY000259,33,4,8385,2018-11-15
PAY000260,33,4,8216,2018-12-15
PAY000261,33,4,7542,2019-01-15
PAY000262,33,4,7487,2019-02-15
PAY000263,33,4,7924,2019-03-15
PAY000264,33,4,8162,2019-04-15
PAY000265,33,4,8048,2019-05-15
PAY000266,33,4,7382,2019-06-15
PAY000267,33,4,8740,2019-07-15
PAY000268,33,1,111,2018-08-26
PAY000269,34,4,7828,2018-08-15
PAY000270,34,4,8135,2018-09-15
PAY000271,34,4,8399,2018-10-15
PAY000272,34,4,7246,2018-11-15
PAY000273,34,4,7687,2018-12-15
PAY000274,34,4,8326,2019-01-15
PAY000275,34,4,7217,2019-02-15
PAY000276,34,4,7355,2019-03-15
PAY000277,34,4,7509,2019-04-15
PAY000278,34,1,113,2018-08-28
PAY000279,34,2,54,2018-08-28
PAY000280,35,4,7715,2018-08-15
PAY000281,35,4,7449,2018-09-15
PAY000282,35,4,8736,2018-10-15
PAY000283,35,4,7695,2018-11-15
PAY000284,35,4,7770,2018-12-15
PAY000285,35,4,7361,2019-01-15
PAY000286,35,4,7262,2019-02-15
PAY000287,35,4,7371,2019-03-15
PAY000288,35,4,8251,2019-04-15
PAY000289,35,1,104,2018-08-10
PAY000290,35,2,51,2018-08-23
PAY000291,36,4,7436,2018-08-15
PAY000292,36,4,7571,2018-09-15
PAY000293,36,4,7719,2018-10-15
PAY000294,36,4,7451,2018-11-15
PAY000295,36,4,8135,2018-12-15
PAY000296,36,4,7663,2019-01-15
PAY000297,36,4,7814,2019-02-15
PAY000298,36,4,8553,2019-03-15
PAY000299,36,4,7472,2019-04-15
PAY000300,36,4,7783,2019-05-15
PAY000301,36,4,7565,2019-06-15
PAY000302,36,4,8633,2019-07-15
PAY000303,36,1,111,2018-08-13
PAY000304,37,4,8729,2018-08-15
PAY000305,37,4,8332,2018-09-15
PAY000306,37,4,7996,2018-10-15
PAY000307,37,4,7207,2018-11-15
PAY000308,37,4,7248,2018-12-15
PAY000309,37,4,7737,2019-01-15
PAY000310,37,4,7549,2019-02-15
PAY000311,37,4,7517,2019-03-15
PAY000312,37,4,7226,2019-04-15
PAY000313,37,1,114,2018-08-18
PAY000314,38,4,7490,2018-08-15
PAY000315,38,4,8509,2018-09-15
PAY000316,38,4,7619,2018-10-15
PAY000317,38,4,7946,2018-11-15
PAY000318,38,4,8220,2018-12-15
PAY000319,38,4,8450,2019-01-15
PAY000320,38,4,7714,2019-02-15
PAY000321,38,4,8701,2019-03-15
PAY000322,38,4,7466,2019-04-15
PAY000323,38,2,52,2018-08-28
PAY000324,39,4,7477,2018-08-15
PAY000325,39,4,7604,2018-09-15
PAY000326,39,4,8469,2018-10-15
PAY000327,39,4,7885,2018-11-15
PAY000328,39,4,7392,2018-12-15
PAY000329,39,4,7902,2019-01-15
PAY000330,39,4,8624,2019-02-15
PAY000331,39,4,7358,2019-03-15
PAY000332,39,4,8057,2019-04-15
PAY000333,40,4,8378,2018-08-15
PAY000334,40,4,8131,2018-09-15
PAY000335,40,4,8178,2018-10-15
PAY000336,40,4,8070,2018-11-15
PAY000337,40,4,7276,2018-12-15
PAY000338,40,4,7605,2019-01-15
PAY000339,40,4,8419,2019-02-15
PAY000340,40,4,8727,2019-03-15
PAY000341,40,4,7640,2019-04-15
PAY000342,40,1,116,2018-08-30
PAY000343,40,2,50,2018-08-17
PAY000344,41,4,7568,2018-08-15
PAY000345,41,4,8107,2018-09-15
PAY000346,41,4,7607,2018-10-15
PAY000347,41,4,8333,2018-11-15
PAY000348,41,4,8792,2018-12-15
PAY000349,41,4,7637,2019-01-15
PAY000350,41,4,7790,2019-02-15
PAY000351,41,4,8077,2019-03-15
PAY000352,41,4,8479,2019-04-15
PAY000353,41,1,103,2018-08-22
PAY000354,42,4,8395,2018-08-15
PAY000355,42,4,7713,2018-09-15
PAY000356,42,4,8088,2018-10-15
PAY000357,42,4,8321,2018-11-15
PAY000358,42,4,8436,2018-12-15
PAY000359,42,4,8132,2019-01-15
PAY000360,42,4,8364,2019-02-15
PAY000361,42,4,8181,2019-03-15
PAY000362,42,4,8086,2019-04-15
PAY000363,42,1,100,2018-08-26
PAY000364,42,2,47,2018-08-12
PAY000365,44,4,7800,2018-08-15
PAY000366,44,4,7229,2018-09-15
PAY000367,44,4,8523,2018-10-15
PAY000368,44,4,8552,2018-11-15
PAY000369,44,4,7213,2018-12-15
PAY000370,44,4,7929,2019-01-15
PAY000371,44,4,7738,2019-02-15
PAY000372,44,4,7366,2019-03-15
PAY000373,44,4,8671,2019-04-15
PAY000374,44,1,99,2018-08-30
PAY000375,44,2,46,2018-08-22
PAY000376,46,4,7323,2018-08-15
PAY000377,46,4,7739,2018-09-15
PAY000378,46,4,7712,2018-10-15
PAY000379,46,4,7819,2018-11-15
PAY000380,46,4,8759,2018-12-15
PAY000381,46,4,8132,2019-01-15
PAY000382,46,4,7647,2019-02-15
PAY000383,46,4,8783,2019-03-15
PAY000384,46,4,8231,2019-04-15
PAY000385,46,1,117,2018-08-11
PAY000386,46,2,47,2018-08-29
PAY000387,47,4,8437,2018-08-15
PAY000388,47,4,8098,2018-09-15
PAY000389,47,4,7281,2018-10-15
PAY000390,47,4,8458,2018-11-15
PAY000391,47,4,7672,2018-12-15
PAY000392,47,4,7965,2019-01-15
PAY000393,47,4,8497,2019-02-15
PAY000394,47,4,8010,2019-03-15
PAY000395,47,4,8695,2019-04-15
PAY000396,47,4,8366,2019-05-15
PAY000397,47,4,8255,2019-06-15
PAY000398,47,4,7278,2019-07-15
PAY000399,47,1,110,2018-08-21
PAY000400,47,2,45,2018-08-21
PAY000401,48,4,8757,2018-08-15
PAY000402,48,4,7231,2018-09-15
PAY000403,48,4,7837,2018-10-15
PAY000404,48,4,8242,2018-11-15
PAY000405,48,4,8745,2018-12-15
PAY000406,48,4,8210,2019-01-15
PAY000407,48,4,7943,2019-02-15
PAY000408,48,4,8725,2019-03-15
PAY000409,48,4,8110,2019-04-15
PAY000410,48,1,103,2018-08-11
PAY000411,48,2,50,2018-08-25
PAY000412,50,4,8632,2018-08-15
PAY000413,50,4,7585,2018-09-15
PAY000414,50,4,8479,2018-10-15
PAY000415,50,4,7410,2018-11-15
PAY000416,50,4,7421,2018-12-15
PAY000417,50,4,7401,2019-01-15
PAY000418,50,4,8014,2019-02-15
PAY000419,50,4,8204,2019-03-15
PAY000420,50,4,8264,2019-04-15
PAY000421,50,4,7774,2019-05-15
PAY000422,50,4,7894,2019-06-15
PAY000423,50,4,8523,2019-07-15
PAY000424,50,1,104,2018-08-28
PAY000425,50,2,45,2018-08-12
PAY000426,52,4,7350,2018-08-15
PAY000427,52,4,8485,2018-09-15
PAY000428,52,4,7875,2018-10-15
PAY000429,52,4,8556,2018-11-15
PAY000430,52,4,7685,2018-12-15
PAY000431,52,4,8219,2019-01-15
PAY000432,52,4,7465,2019-02-15
PAY000433,52,4,8275,2019-03-15
PAY000434,52,4,7967,2019-04-15
PAY000435,52,1,116,2018-08-20
PAY000436,53,4,8757,2018-08-15
PAY000437,53,4,8402,2018-09-15
PAY000438,53,4,7453,2018-10-15
PAY000439,53,4,8018,2018-11-15
PAY000440,53,4,8698,2018-12-15
PAY000441,53,4,8202,2019-01-15
PAY000442,53,4,8464,2019-02-15
PAY000443,53,4,8584,2019-03-15
PAY000444,53,4,7365,2019-04-15
PAY000445,53,4,7827,2019-05-15
PAY000446,53,4,7256,2019-06-15
PAY000447,53,4,8634,2019-07-15
PAY000448,55,4,8288,2018-08-15
PAY000449,55,4,8239,2018-09-15
PAY000450,55,4,8337,2018-10-15
PAY000451,55,4,7702,2018-11-15
PAY000452,55,4,7407,2018-12-15
PAY000453,55,4,7725,2019-01-15
PAY000454,55,4,8347,2019-02-15
PAY000455,55,4,7948,2019-03-15
PAY000456,55,4,8622,2019-04-15
PAY000457,55,1,109,2018-08-30
PAY000458,55,2,53,2018-08-22
PAY000459,56,4,8229,2018-08-15
PAY000460,56,1,108,2018-08-14
PAY000461,56,2,47,2018-08-22
PAY000462,58,4,7729,2018-08-15
PAY000463,58,4,7502,2018-09-15
PAY000464,58,4,8370,2018-10-15
PAY000465,58,4,7295,2018-11-15
PAY000466,58,4,7949,2018-12-15
PAY000467,58,4,8551,2019-01-15
PAY000468,58,4,8578,2019-02-15
PAY000469,58,4,7821,2019-03-15
PAY000470,58,4,8587,2019-04-15
PAY000471,58,4,7835,2019-05-15
PAY000472,58,4,8135,2019-06-15
PAY000473,58,4,8003,2019-07-15
PAY000474,58,1,112,2018-08-30
PAY000475,58,2,48,2018-08-29
PAY000476,59,4,7811,2018-08-15
PAY000477,59,4,8275,2018-09-15
PAY000478,59,4,8060,2018-10-15
PAY000479,59,4,8340,2018-11-15
PAY000480,59,4,8108,2018-12-15
PAY000481,59,4,8217,2019-01-15
PAY000482,59,4,7367,2019-02-15
PAY000483,59,4,8120,2019-03-15
PAY000484,59,4,8658,2019-04-15
PAY000485,59,1,113,2018-08-29
PAY000486,59,2,49,2018-08-19
PAY000487,60,4,7702,2018-08-15
PAY000488,60,4,8758,2018-09-15
PAY000489,60,4,7531,2018-10-15
PAY000490,60,4,8457,2018-11-15
PAY000491,60,4,8262,2018-12-15
PAY000492,60,4,8242,2019-01-15
PAY000493,60,4,7594,2019-02-15
PAY000494,60,4,8489,2019-03-15
PAY000495,60,4,8169,2019-04-15
PAY000496,60,4,7812,2019-05-15
PAY000497,60,4,7839,2019-06-15
PAY000498,60,4,8221,2019-07-15
PAY000499,60,1,114,2018-08-28
PAY000500,60,2,49,2018-08-12
PAY000501,62,4,7761,2018-08-15
PAY000502,62,4,7662,2018-09-15
PAY000503,62,4,7687,2018-10-15
PAY000504,62,4,7424,2018-11-15
PAY000505,62,4,8748,2018-12-15
PAY000506,62,4,8359,2019-01-15
PAY000507,62,4,7900,2019-02-15
PAY000508,62,4,7495,2019-03-15
PAY000509,62,4,7305,2019-04-15
PAY000510,62,4,8147,2019-05-15
PAY000511,62,4,7270,2019-06-15
PAY000512,62,4,8425,2019-07-15
PAY000513,62,1,102,2018-08-26
PAY000514,62,2,47,2018-08-23
PAY000515,63,4,7907,2018-08-15
PAY000516,63,4,7225,2018-09-15
PAY000517,63,4,7381,2018-10-15
PAY000518,63,4,7422,2018-11-15
PAY000519,63,4,7985,2018-12-15
PAY000520,63,4,7518,2019-01-15
PAY000521,63,4,8456,2019-02-15
PAY000522,63,4,7580,2019-03-15
PAY000523,63,4,7594,2019-04-15
PAY000524,63,1,114,2018-08-28
PAY000525,63,2,47,2018-08-12
PAY000526,64,4,8165,2018-08-15
PAY000527,64,1,119,2018-08-25
PAY000528,64,2,49,2018-08-11
PAY000529,66,4,7905,2018-08-15
PAY000530,66,4,7903,2018-09-15
PAY000531,66,4,7446,2018-10-15
PAY000532,66,4,7563,2018-11-15
PAY000533,66,4,8323,2018-12-15
PAY000534,66,4,8736,2019-01-15
PAY000535,66,4,8177,2019-02-15
PAY000536,66,4,7954,2019-03-15
PAY000537,66,4,8501,2019-04-15
PAY000538,66,1,102,2018-08-26
PAY000539,66,2,47,2018-08-30
PAY000540,68,4,8611,2018-08-15
PAY000541,68,4,8360,2018-09-15
PAY000542,68,4,8277,2018-10-15
PAY000543,68,4,8529,2018-11-15
PAY000544,68,4,7861,2018-12-15
PAY000545,68,4,8620,2019-01-15
PAY000546,68,4,8515,2019-02-15
PAY000547,68,4,7488,2019-03-15
PAY000548,68,4,8107,2019-04-15
PAY000549,68,1,99,2018-08-25
PAY000550,69,4,7903,2018-08-15
PAY000551,69,4,7743,2018-09-15
PAY000552,69,4,7452,2018-10-15
PAY000553,69,4,7532,2018-11-15
PAY000554,69,4,8478,2018-12-15
PAY000555,69,4,8457,2019-01-15
PAY000556,69,4,7392,2019-02-15
PAY000557,69,4,7654,2019-03-15
PAY000558,69,4,7593,2019-04-15
PAY000559,69,1,103,2018-08-24
PAY000560,70,4,7893,2018-08-15
PAY000561,70,4,7604,2018-09-15
PAY000562,70,4,8397,2018-10-15
PAY000563,70,4,8248,2018-11-15
PAY000564,70,4,7618,2018-12-15
PAY000565,70,4,7541,2019-01-15
PAY000566,70,4,7490,2019-02-15
PAY000567,70,4,8780,2019-03-15
PAY000568,70,4,8374,2019-04-15
PAY000569,70,2,54,2018-08-17
PAY000570,71,4,8764,2018-08-15
PAY000571,71,4,8062,2018-09-15
PAY000572,71,4,8098,2018-10-15
PAY000573,71,4,7251,2018-11-15
PAY000574,71,4,8493,2018-12-15
PAY000575,71,4,7767,2019-01-15
PAY000576,71,4,7636,2019-02-15
PAY000577,71,4,7474,2019-03-15
PAY000578,71,4,7863,2019-04-15
PAY000579,71,1,104,2018-08-22
PAY000580,71,2,51,2018-08-30
PAY000581,72,4,8129,2018-08-15
PAY000582,72,4,7202,2018-09-15
PAY000583,72,4,7409,2018-10-15
PAY000584,72,4,7545,2018-11-15
PAY000585,72,4,7948,2018-12-15
PAY000586,72,4,7578,2019-01-15
PAY000587,72,4,7520,2019-02-15
PAY000588,72,4,7542,2019-03-15
PAY000589,72,4,7678,2019-04-15
PAY000590,72,1,105,2018-08-14
PAY000591,72,2,47,2018-08-24
PAY000592,74,4,7995,2018-08-15
PAY000593,74,4,7470,2018-09-15
PAY000594,74,4,8015,2018-10-15
PAY000595,74,4,7838,2018-11-15
PAY000596,74,4,7250,2018-12-15
PAY000597,74,4,8486,2019-01-15
PAY000598,74,4,8765,2019-02-15
PAY000599,74,4,7300,2019-03-15
PAY000600,74,4,7398,2019-04-15
PAY000601,74,1,117,2018-08-22
PAY000602,74,2,48,2018-08-18
PAY000603,75,4,7648,2018-08-15
PAY000604,75,4,7218,2018-09-15
PAY000605,75,4,8592,2018-10-15
PAY000606,75,4,8395,2018-11-15
PAY000607,75,4,8357,2018-12-15
PAY000608,75,4,8736,2019-01-15
PAY000609,75,4,8747,2019-02-15
PAY000610,75,4,7821,2019-03-15
PAY000611,75,4,8220,2019-04-15
PAY000612,75,1,117,2018-08-12
PAY000613,75,2,53,2018-08-11
PAY000614,76,4,7716,2018-08-15
PAY000615,76,4,8241,2018-09-15
PAY000616,76,4,7303,2018-10-15
PAY000617,76,4,8471,2018-11-15
PAY000618,76,4,7439,2018-12-15
PAY000619,76,4,8088,2019-01-15
PAY000620,76,4,7718,2019-02-15
PAY000621,76,4,7497,2019-03-15
PAY000622,76,4,8786,2019-04-15
PAY000623,76,4,8362,2019-05-15
PAY000624,76,4,7901,2019-06-15
PAY000625,76,4,8743,2019-07-15
PAY000626,76,1,105,2018-08-26
PAY000627,76,2,46,2018-08-11
PAY000628,77,4,7367,2018-08-15
PAY000629,77,4,8188,2018-09-15
PAY000630,77,4,8016,2018-10-15
PAY000631,77,4,7441,2018-11-15
PAY000632,77,4,8567,2018-12-15
PAY000633,77,4,8416,2019-01-15
PAY000634,77,4,8004,2019-02-15
PAY000635,77,4,8205,2019-03-15
PAY000636,77,4,8593,2019-04-15
PAY000637,77,4,7262,2019-05-15
PAY000638,77,4,8649,2019-06-15
PAY000639,77,4,7279,2019-07-15
PAY000640,77,2,49,2018-08-15
PAY000641,78,4,7802,2018-08-15
PAY000642,78,4,8190,2018-09-15
PAY000643,78,4,8388,2018-10-15
PAY000644,78,4,8117,2018-11-15
PAY000645,78,4,7741,2018-12-15
PAY000646,78,4,7770,2019-01-15
PAY000647,78,4,8630,2019-02-15
PAY000648,78,4,8366,2019-03-15
PAY000649,78,4,8212,2019-04-15
PAY000650,78,2,49,2018-08-17
PAY000651,79,4,8317,2018-08-15
PAY000652,79,4,8791,2018-09-15
PAY000653,79,4,8683,2018-10-15
PAY000654,79,4,7549,2018-11-15
PAY000655,79,4,7670,2018-12-15
PAY000656,79,4,8586,2019-01-15
PAY000657,79,4,7240,2019-02-15
PAY000658,79,4,8101,2019-03-15
PAY000659,79,4,7606,2019-04-15
PAY000660,79,1,117,2018-08-19
PAY000661,79,2,45,2018-08-16
PAY000662,81,4,8435,2018-08-15
PAY000663,81,4,7340,2018-09-15
PAY000664,81,4,8247,2018-10-15
PAY000665,81,4,7595,2018-11-15
PAY000666,81,4,7884,2018-12-15
PAY000667,81,4,7492,2019-01-15
PAY000668,81,4,7608,2019-02-15
PAY000669,81,4,7887,2019-03-15
PAY000670,81,4,7388,2019-04-15
PAY000671,81,1,109,2018-08-28
PAY000672,81,2,53,2018-08-20
PAY000673,82,4,8048,2018-08-15
PAY000674,82,4,7282,2018-09-15
PAY000675,82,4,8505,2018-10-15
PAY000676,82,4,7285,2018-11-15
PAY000677,82,4,8292,2018-12-15
PAY000678,82,4,7679,2019-01-15
PAY000679,82,4,7727,2019-02-15
PAY000680,82,4,8246,2019-03-15
PAY000681,82,4,8031,2019-04-15
PAY000682,82,1,100,2018-08-24
PAY000683,82,2,51,2018-08-28
PAY000684,83,4,8759,2018-08-15
PAY000685,83,4,8538,2018-09-15
PAY000686,83,4,7586,2018-10-15
PAY000687,83,4,7417,2018-11-15
PAY000688,83,4,7380,2018-12-15
PAY000689,83,4,7890,2019-01-15
PAY000690,83,4,8394,2019-02-15
PAY000691,83,4,7564,2019-03-15
PAY000692,83,4,8698,2019-04-15
PAY000693,83,4,7209,2019-05-15
PAY000694,83,4,8223,2019-06-15
PAY000695,83,4,8779,2019-07-15
PAY000696,83,2,53,2018-08-26
PAY000697,85,4,7632,2018-08-15
PAY000698,85,4,7568,2018-09-15
PAY000699,85,4,7722,2018-10-15
PAY000700,85,4,8249,2018-11-15
PAY000701,85,4,7967,2018-12-15
PAY000702,85,4,8574,2019-01-15
