student_grade_history_id,student_id,school_year_id,gpa,grade_level_id
HIST000210,223,6,3.184,11
HIST000211,224,6,2.829,11
HIST000212,225,6,3.506,11
HIST000213,226,6,3.809,11
HIST000214,227,6,2.259,11
HIST000215,228,6,3.381,11
HIST000216,229,6,3.195,11
HIST000217,230,6,3.37,11
HIST000218,231,6,3.748,11
HIST000219,232,6,3.152,11
HIST000220,233,6,3.924,11
HIST000221,234,6,2.439,11
HIST000222,235,6,2.761,12
HIST000223,236,6,2.476,12
HIST000224,237,6,3.407,12
HIST000225,238,6,3.97,12
HIST000226,239,6,3.099,12
HIST000227,240,6,2.558,12
HIST000228,241,6,3.959,12
HIST000229,242,6,3.333,12
HIST000230,243,6,3.349,12
HIST000231,244,6,3.647,12
HIST000232,245,6,3.554,12
HIST000233,246,6,2.43,12
HIST000234,247,6,2.678,12
HIST000235,248,6,3.445,12
HIST000236,249,6,3.808,12
HIST000237,250,6,2.858,12
HIST000238,251,6,3.41,12
HIST000239,252,6,3.329,12
HIST000240,253,6,3.131,12
HIST000241,254,6,3.056,12
HIST000242,255,6,3.563,12
HIST000243,256,6,3.139,12
HIST000244,257,6,2.493,12
HIST000245,258,6,1.691,12
HIST000246,259,6,2.69,12
HIST000247,260,6,3.079,12
HIST000248,262,6,3.312,12
HIST000249,263,6,3.123,12
HIST000250,264,6,3.289,12
HIST000251,265,6,2.589,12
HIST000252,266,6,2.788,12
HIST000253,267,6,2.835,12
HIST000254,268,6,3.927,12
HIST000255,269,6,2.847,12
HIST000256,270,6,3.362,12
HIST000257,271,6,3.282,12
HIST000258,272,6,3.042,12
HIST000259,273,6,3.137,13
HIST000260,274,6,3.362,13
HIST000261,275,6,3.486,13
HIST000262,276,6,3.533,13
HIST000263,277,6,3.163,13
HIST000264,278,6,3.216,13
HIST000265,279,6,4.0,13
HIST000266,280,6,3.182,13
HIST000267,281,6,2.641,13
HIST000268,282,6,1.936,13
HIST000269,283,6,3.211,13
HIST000270,284,6,2.807,13
HIST000271,286,6,3.746,13
HIST000272,287,6,3.326,13
HIST000273,288,6,3.096,13
HIST000274,289,6,3.536,13
HIST000275,290,6,2.905,13
HIST000276,291,6,3.487,13
HIST000277,292,6,3.634,13
HIST000278,293,6,2.502,13
HIST000279,294,6,3.462,13
HIST000280,295,6,3.943,13
HIST000281,296,6,2.343,13
HIST000282,297,6,3.464,13
HIST000283,298,6,3.625,13
HIST000284,299,6,3.013,13
HIST000285,300,6,2.119,13
HIST000286,301,6,3.204,13
HIST000287,302,6,2.955,13
HIST000288,303,6,3.37,13
HIST000289,304,6,2.491,13
HIST000290,305,6,2.382,13
HIST000291,306,6,2.736,13
HIST000292,307,6,3.796,13
HIST000293,308,6,3.076,13
HIST000294,309,6,3.061,13
HIST000295,310,6,2.791,13
HIST000296,501,6,2.659,5
HIST000297,502,6,3.288,5
HIST000298,503,6,2.05,5
HIST000299,504,6,2.93,5
HIST000300,505,6,3.169,5
HIST000301,506,6,3.059,5
HIST000302,507,6,3.288,5
HIST000303,508,6,3.531,5
HIST000304,509,6,2.847,5
HIST000305,510,6,2.489,5
HIST000306,511,6,2.727,5
HIST000307,512,6,3.674,5
HIST000308,513,6,3.231,5
HIST000309,514,6,2.897,5
HIST000310,515,6,3.288,5
HIST000311,516,6,3.137,5
HIST000312,517,6,3.051,5
HIST000313,518,6,3.107,5
HIST000314,519,6,3.797,5
HIST000315,520,6,3.87,5
HIST000316,521,6,3.502,5
HIST000317,522,6,2.888,5
HIST000318,523,6,2.586,5
HIST000319,524,6,4.0,5
HIST000320,525,6,3.832,5
HIST000321,526,6,2.615,5
HIST000322,527,6,2.927,5
HIST000323,528,6,3.09,5
HIST000324,529,6,3.371,5
HIST000325,531,6,3.513,5
HIST000326,533,6,2.94,5
HIST000327,534,6,2.973,5
HIST000328,536,6,3.216,5
HIST000329,537,6,3.216,5
HIST000330,538,6,3.283,5
HIST000331,539,6,3.167,5
HIST000332,540,6,3.705,5
HIST000333,541,6,2.706,5
HIST000334,542,6,3.194,5
HIST000335,543,6,2.181,7
HIST000336,544,6,3.013,8
HIST000337,545,6,2.761,6
HIST000338,548,6,3.242,9
HIST000339,550,6,3.271,4
HIST000340,551,6,3.326,4
HIST000341,552,6,2.534,4
HIST000342,553,6,2.939,4
HIST000343,554,6,3.367,4
HIST000344,555,6,3.454,4
HIST000345,556,6,3.385,4
HIST000346,557,6,3.342,4
HIST000347,558,6,3.701,4
HIST000348,559,6,2.644,4
HIST000349,560,6,2.657,4
HIST000350,561,6,3.019,4
HIST000351,562,6,3.65,4
HIST000352,563,6,3.63,4
HIST000353,564,6,3.34,4
HIST000354,565,6,3.468,4
HIST000355,566,6,3.432,4
HIST000356,567,6,3.064,4
HIST000357,568,6,3.506,4
HIST000358,569,6,3.557,4
HIST000359,570,6,3.65,4
HIST000360,571,6,2.917,4
HIST000361,572,6,3.904,4
HIST000362,573,6,2.942,4
HIST000363,574,6,3.859,4
HIST000364,575,6,3.251,4
HIST000365,576,6,3.495,4
HIST000366,577,6,3.113,4
HIST000367,579,6,3.396,4
HIST000368,580,6,3.028,4
HIST000369,581,6,2.839,4
HIST000370,582,6,3.445,4
HIST000371,583,6,3.129,4
HIST000372,584,6,2.994,4
HIST000373,586,6,3.498,4
HIST000374,587,6,3.605,4
HIST000375,588,6,3.013,4
HIST000376,590,6,3.711,11
HIST000377,591,6,2.77,10
HIST000378,594,6,3.271,8
HIST000379,595,6,3.501,10
HIST000380,597,6,2.167,3
HIST000381,598,6,2.769,3
HIST000382,599,6,3.444,3
HIST000383,600,6,3.997,3
HIST000384,601,6,3.46,3
HIST000385,602,6,3.781,3
HIST000386,603,6,2.706,3
HIST000387,604,6,3.899,3
HIST000388,605,6,2.514,3
HIST000389,606,6,2.936,3
HIST000390,607,6,3.952,3
HIST000391,608,6,2.43,3
HIST000392,609,6,3.388,3
HIST000393,610,6,3.222,3
HIST000394,611,6,3.207,3
HIST000395,612,6,3.847,3
HIST000396,613,6,3.949,3
HIST000397,614,6,2.924,3
HIST000398,615,6,3.515,3
HIST000399,616,6,1.696,3
HIST000400,617,6,3.72,3
HIST000401,618,6,2.722,3
HIST000402,619,6,3.152,3
HIST000403,620,6,3.951,3
HIST000404,621,6,3.426,3
HIST000405,622,6,3.729,3
HIST000406,623,6,3.358,3
HIST000407,624,6,1.882,3
HIST000408,625,6,2.818,3
HIST000409,626,6,3.887,3
HIST000410,627,6,2.79,3
HIST000411,628,6,1.881,3
HIST000412,629,6,3.119,3
HIST000413,630,6,3.456,3
HIST000414,631,6,3.496,3
HIST000415,632,6,3.864,3
HIST000416,633,6,3.523,3
HIST000417,634,6,2.722,3
HIST000418,635,6,3.604,3
HIST000419,636,6,2.97,3
HIST000420,637,6,3.007,3
HIST000421,638,6,3.192,3
HIST000422,639,6,3.036,3
HIST000423,640,6,2.789,3
HIST000424,641,6,3.514,3
HIST000425,642,6,3.289,4
HIST000426,643,6,3.026,11
HIST000427,644,6,2.502,3
HIST000428,645,6,3.418,9
HIST000429,646,6,4.0,12
HIST000430,647,6,3.232,2
HIST000431,648,6,2.71,2
HIST000432,649,6,3.393,2
HIST000433,650,6,2.779,2
HIST000434,651,6,3.654,2
HIST000435,652,6,3.151,2
HIST000436,653,6,2.738,2
HIST000437,654,6,3.594,2
HIST000438,655,6,2.752,2
HIST000439,656,6,3.11,2
HIST000440,657,6,3.053,2
HIST000441,658,6,2.689,2
HIST000442,659,6,3.525,2
HIST000443,660,6,2.905,2
HIST000444,661,6,3.049,2
HIST000445,662,6,3.332,2
HIST000446,663,6,3.152,2
HIST000447,664,6,1.595,2
HIST000448,665,6,3.413,2
HIST000449,666,6,3.84,2
HIST000450,667,6,2.969,2
HIST000451,668,6,2.826,2
HIST000452,669,6,3.2,2
HIST000453,670,6,2.912,2
HIST000454,671,6,3.264,2
HIST000455,672,6,2.659,2
HIST000456,673,6,3.158,2
HIST000457,674,6,2.709,2
HIST000458,675,6,3.037,2
HIST000459,676,6,2.82,2
HIST000460,677,6,3.942,2
HIST000461,678,6,3.758,2
HIST000462,679,6,3.169,2
HIST000463,680,6,2.895,2
HIST000464,681,6,2.287,2
HIST000465,683,6,3.115,2
HIST000466,684,6,3.291,2
HIST000467,685,6,3.748,2
HIST000468,686,6,2.812,2
HIST000469,687,6,2.693,2
HIST000470,688,6,2.719,2
HIST000471,689,6,2.824,2
HIST000472,690,6,3.229,2
HIST000473,691,6,3.127,2
HIST000474,692,6,3.16,2
HIST000475,693,6,3.519,2
HIST000476,694,6,2.802,2
HIST000477,695,6,3.199,13
HIST000478,696,6,3.016,4
HIST000479,697,6,3.244,6
HIST000480,698,6,3.627,2
HIST000481,699,6,1.89,1
HIST000482,700,6,1.933,1
HIST000483,701,6,3.303,1
HIST000484,702,6,1.804,1
HIST000485,703,6,2.907,1
HIST000486,704,6,3.877,1
HIST000487,705,6,2.731,1
HIST000488,706,6,3.054,1
HIST000489,707,6,3.056,1
HIST000490,708,6,3.703,1
HIST000491,709,6,3.217,1
HIST000492,710,6,3.323,1
HIST000493,711,6,3.281,1
HIST000494,712,6,2.885,1
HIST000495,713,6,3.427,1
HIST000496,714,6,2.968,1
HIST000497,715,6,3.193,1
HIST000498,716,6,3.087,1
HIST000499,717,6,2.934,1
HIST000500,718,6,3.247,1
HIST000501,719,6,2.793,1
HIST000502,720,6,2.788,1
HIST000503,721,6,3.281,1
HIST000504,722,6,3.896,1
HIST000505,723,6,3.007,1
HIST000506,724,6,3.416,1
HIST000507,725,6,2.746,1
HIST000508,726,6,3.658,1
HIST000509,727,6,2.894,1
HIST000510,728,6,3.237,1
HIST000511,729,6,2.658,1
HIST000512,730,6,3.362,1
HIST000513,731,6,3.345,1
HIST000514,732,6,3.019,1
HIST000515,733,6,3.205,1
HIST000516,734,6,3.532,4
HIST000517,735,6,2.705,7
HIST000518,736,6,3.186,8
HIST000519,737,6,2.609,5
HIST000520,738,6,2.986,9
HIST000521,739,6,2.697,5
HIST000522,740,6,3.235,4
