class_id,title,due_date,points_possible
1,Quiz: Homeroom Week 23,2016-06-10,20
1,Homework: Homeroom Week 23,2016-06-10,10
1,Quiz: Homeroom Week 24,2016-06-15,20
1,Test: Homeroom Week 24,2016-06-14,100
2,Quiz: Homeroom Week 36,2015-09-01,20
2,Test: Homeroom Week 37,2015-09-09,100
2,Homework: Homeroom Week 37,2015-09-09,10
2,Quiz: Homeroom Week 38,2015-09-15,20
2,Quiz: Homeroom Week 39,2015-09-26,20
2,Test: Homeroom Week 40,2015-10-01,100
2,Homework: Homeroom Week 40,2015-10-03,10
2,Test: Homeroom Week 41,2015-10-07,100
2,Homework: Homeroom Week 41,2015-10-09,10
2,Quiz: Homeroom Week 42,2015-10-16,20
2,Homework: Homeroom Week 43,2015-10-20,10
2,Test: Homeroom Week 44,2015-10-29,100
2,Homework: Homeroom Week 44,2015-10-27,10
2,Test: Homeroom Week 45,2015-11-05,100
2,Homework: Homeroom Week 46,2015-11-14,10
2,Homework: Homeroom Week 46,2015-11-12,10
2,Test: Homeroom Week 47,2015-11-20,100
2,Homework: Homeroom Week 48,2015-11-26,10
2,Test: Homeroom Week 49,2015-12-03,100
2,Test: Homeroom Week 50,2015-12-10,100
2,Test: Homeroom Week 51,2015-12-18,100
2,Quiz: Homeroom Week 51,2015-12-16,20
2,Homework: Homeroom Week 52,2015-12-25,10
2,Homework: Homeroom Week 52,2015-12-24,10
2,Homework: Homeroom Week 53,2015-12-30,10
2,Quiz: Homeroom Week 53,2015-12-30,20
2,Test: Homeroom Week 1,2016-01-06,100
2,Quiz: Homeroom Week 1,2016-01-07,20
2,Test: Homeroom Week 2,2016-01-14,100
2,Quiz: Homeroom Week 2,2016-01-16,20
2,Quiz: Homeroom Week 3,2016-01-22,20
2,Test: Homeroom Week 4,2016-01-27,100
2,Test: Homeroom Week 4,2016-01-30,100
2,Test: Homeroom Week 5,2016-02-03,100
2,Quiz: Homeroom Week 5,2016-02-06,20
2,Quiz: Homeroom Week 6,2016-02-10,20
2,Quiz: Homeroom Week 6,2016-02-10,20
2,Test: Homeroom Week 7,2016-02-16,100
2,Homework: Homeroom Week 7,2016-02-18,10
2,Quiz: Homeroom Week 8,2016-02-24,20
2,Quiz: Homeroom Week 9,2016-03-04,20
2,Quiz: Homeroom Week 10,2016-03-11,20
2,Homework: Homeroom Week 11,2016-03-18,10
2,Homework: Homeroom Week 11,2016-03-18,10
2,Test: Homeroom Week 12,2016-03-23,100
2,Quiz: Homeroom Week 13,2016-04-01,20
2,Test: Homeroom Week 14,2016-04-08,100
2,Homework: Homeroom Week 14,2016-04-09,10
2,Test: Homeroom Week 15,2016-04-16,100
2,Homework: Homeroom Week 15,2016-04-16,10
2,Homework: Homeroom Week 16,2016-04-23,10
2,Quiz: Homeroom Week 17,2016-04-27,20
2,Test: Homeroom Week 17,2016-04-26,100
2,Quiz: Homeroom Week 18,2016-05-05,20
2,Homework: Homeroom Week 18,2016-05-06,10
2,Quiz: Homeroom Week 19,2016-05-11,20
2,Quiz: Homeroom Week 19,2016-05-13,20
2,Homework: Homeroom Week 20,2016-05-18,10
2,Homework: Homeroom Week 20,2016-05-21,10
2,Homework: Homeroom Week 21,2016-05-28,10
2,Homework: Homeroom Week 22,2016-06-02,10
2,Homework: Homeroom Week 22,2016-06-01,10
2,Test: Homeroom Week 23,2016-06-10,100
2,Test: Homeroom Week 24,2016-06-17,100
2,Homework: Homeroom Week 24,2016-06-15,10
3,Project: Math Week 36,2015-09-03,50
3,Project: Math Week 37,2015-09-09,50
3,Project: Math Week 37,2015-09-08,50
3,Test: Math Week 38,2015-09-17,100
3,Project: Math Week 39,2015-09-26,50
3,Quiz: Math Week 40,2015-09-30,20
3,Project: Math Week 40,2015-09-30,50
3,Homework: Math Week 41,2015-10-10,10
3,Quiz: Math Week 41,2015-10-09,20
3,Project: Math Week 42,2015-10-16,50
3,Quiz: Math Week 43,2015-10-22,20
3,Homework: Math Week 44,2015-10-30,10
3,Project: Math Week 44,2015-10-28,50
3,Test: Math Week 45,2015-11-07,100
3,Homework: Math Week 46,2015-11-11,10
3,Test: Math Week 47,2015-11-20,100
3,Test: Math Week 48,2015-11-28,100
3,Quiz: Math Week 48,2015-11-27,20
3,Project: Math Week 49,2015-12-01,50
3,Quiz: Math Week 49,2015-12-02,20
3,Homework: Math Week 50,2015-12-08,10
3,Project: Math Week 51,2015-12-15,50
3,Test: Math Week 51,2015-12-15,100
3,Project: Math Week 52,2015-12-25,50
3,Test: Math Week 52,2015-12-23,100
3,Quiz: Math Week 53,2015-12-30,20
3,Quiz: Math Week 1,2016-01-05,20
3,Homework: Math Week 2,2016-01-12,10
3,Quiz: Math Week 3,2016-01-19,20
3,Test: Math Week 3,2016-01-19,100
3,Project: Math Week 4,2016-01-26,50
3,Quiz: Math Week 5,2016-02-03,20
3,Project: Math Week 5,2016-02-02,50
3,Homework: Math Week 6,2016-02-13,10
3,Homework: Math Week 6,2016-02-09,10
3,Project: Math Week 7,2016-02-19,50
3,Quiz: Math Week 8,2016-02-24,20
3,Project: Math Week 9,2016-03-01,50
3,Quiz: Math Week 10,2016-03-10,20
3,Test: Math Week 11,2016-03-18,100
3,Test: Math Week 11,2016-03-18,100
3,Quiz: Math Week 12,2016-03-24,20
3,Quiz: Math Week 13,2016-04-01,20
3,Project: Math Week 13,2016-03-31,50
3,Test: Math Week 14,2016-04-09,100
3,Quiz: Math Week 15,2016-04-14,20
3,Project: Math Week 15,2016-04-16,50
3,Homework: Math Week 16,2016-04-23,10
3,Quiz: Math Week 16,2016-04-19,20
3,Project: Math Week 17,2016-04-26,50
3,Homework: Math Week 18,2016-05-06,10
3,Homework: Math Week 19,2016-05-14,10
3,Project: Math Week 19,2016-05-13,50
3,Homework: Math Week 20,2016-05-17,10
3,Project: Math Week 20,2016-05-20,50
3,Homework: Math Week 21,2016-05-25,10
3,Homework: Math Week 22,2016-05-31,10
3,Project: Math Week 23,2016-06-10,50
3,Homework: Math Week 23,2016-06-08,10
3,Test: Math Week 24,2016-06-17,100
4,Quiz: Math Week 36,2015-09-05,20
4,Test: Math Week 37,2015-09-11,100
4,Quiz: Math Week 38,2015-09-15,20
4,Test: Math Week 38,2015-09-18,100
4,Test: Math Week 39,2015-09-22,100
4,Homework: Math Week 40,2015-10-01,10
4,Test: Math Week 41,2015-10-10,100
4,Test: Math Week 42,2015-10-17,100
4,Quiz: Math Week 43,2015-10-24,20
4,Quiz: Math Week 44,2015-10-28,20
4,Quiz: Math Week 45,2015-11-03,20
4,Test: Math Week 45,2015-11-06,100
4,Homework: Math Week 46,2015-11-11,10
4,Homework: Math Week 47,2015-11-20,10
4,Quiz: Math Week 47,2015-11-18,20
4,Quiz: Math Week 48,2015-11-25,20
4,Project: Math Week 48,2015-11-26,50
4,Project: Math Week 49,2015-12-01,50
4,Homework: Math Week 49,2015-12-04,10
4,Quiz: Math Week 50,2015-12-10,20
4,Homework: Math Week 51,2015-12-17,10
4,Quiz: Math Week 52,2015-12-23,20
4,Quiz: Math Week 53,2015-12-30,20
4,Homework: Math Week 1,2016-01-07,10
4,Test: Math Week 2,2016-01-12,100
4,Homework: Math Week 3,2016-01-20,10
4,Test: Math Week 3,2016-01-23,100
4,Project: Math Week 4,2016-01-28,50
4,Test: Math Week 4,2016-01-30,100
4,Test: Math Week 5,2016-02-03,100
4,Test: Math Week 5,2016-02-05,100
4,Project: Math Week 6,2016-02-12,50
4,Test: Math Week 6,2016-02-13,100
4,Project: Math Week 7,2016-02-20,50
4,Quiz: Math Week 7,2016-02-17,20
4,Quiz: Math Week 8,2016-02-27,20
4,Project: Math Week 8,2016-02-23,50
4,Quiz: Math Week 9,2016-03-03,20
4,Project: Math Week 9,2016-03-05,50
4,Test: Math Week 10,2016-03-11,100
4,Homework: Math Week 11,2016-03-16,10
4,Test: Math Week 11,2016-03-16,100
4,Quiz: Math Week 12,2016-03-26,20
4,Project: Math Week 12,2016-03-23,50
4,Test: Math Week 13,2016-03-30,100
4,Homework: Math Week 14,2016-04-07,10
4,Quiz: Math Week 14,2016-04-06,20
4,Quiz: Math Week 15,2016-04-15,20
4,Project: Math Week 15,2016-04-13,50
4,Test: Math Week 16,2016-04-21,100
4,Project: Math Week 17,2016-04-29,50
4,Test: Math Week 18,2016-05-05,100
4,Quiz: Math Week 19,2016-05-10,20
4,Homework: Math Week 19,2016-05-11,10
4,Homework: Math Week 20,2016-05-21,10
4,Project: Math Week 20,2016-05-17,50
4,Quiz: Math Week 21,2016-05-24,20
4,Test: Math Week 21,2016-05-27,100
4,Test: Math Week 22,2016-06-02,100
4,Project: Math Week 22,2016-06-01,50
4,Homework: Math Week 23,2016-06-11,10
4,Test: Math Week 23,2016-06-11,100
4,Quiz: Math Week 24,2016-06-18,20
4,Homework: Math Week 24,2016-06-15,10
5,Test: Reading Week 36,2015-09-03,100
5,Test: Reading Week 37,2015-09-12,100
5,Test: Reading Week 37,2015-09-11,100
5,Homework: Reading Week 38,2015-09-17,10
5,Quiz: Reading Week 38,2015-09-19,20
5,Test: Reading Week 39,2015-09-24,100
5,Homework: Reading Week 40,2015-10-02,10
5,Test: Reading Week 40,2015-10-03,100
5,Test: Reading Week 41,2015-10-08,100
5,Test: Reading Week 41,2015-10-08,100
5,Homework: Reading Week 42,2015-10-15,10
5,Homework: Reading Week 43,2015-10-20,10
5,Quiz: Reading Week 44,2015-10-30,20
5,Test: Reading Week 45,2015-11-03,100
5,Quiz: Reading Week 45,2015-11-07,20
5,Test: Reading Week 46,2015-11-11,100
5,Test: Reading Week 46,2015-11-13,100
5,Quiz: Reading Week 47,2015-11-19,20
5,Test: Reading Week 47,2015-11-18,100
5,Homework: Reading Week 48,2015-11-27,10
5,Homework: Reading Week 48,2015-11-27,10
5,Homework: Reading Week 49,2015-12-05,10
5,Homework: Reading Week 50,2015-12-11,10
5,Homework: Reading Week 50,2015-12-08,10
5,Quiz: Reading Week 51,2015-12-19,20
5,Homework: Reading Week 52,2015-12-25,10
5,Test: Reading Week 53,2015-12-30,100
5,Homework: Reading Week 53,2015-12-31,10
5,Quiz: Reading Week 1,2016-01-05,20
5,Test: Reading Week 2,2016-01-14,100
5,Test: Reading Week 2,2016-01-15,100
5,Homework: Reading Week 3,2016-01-23,10
5,Quiz: Reading Week 3,2016-01-22,20
5,Test: Reading Week 4,2016-01-27,100
5,Test: Reading Week 4,2016-01-27,100
5,Quiz: Reading Week 5,2016-02-05,20
5,Test: Reading Week 5,2016-02-05,100
5,Quiz: Reading Week 6,2016-02-09,20
5,Quiz: Reading Week 6,2016-02-10,20
5,Test: Reading Week 7,2016-02-19,100
5,Quiz: Reading Week 7,2016-02-19,20
5,Quiz: Reading Week 8,2016-02-26,20
5,Homework: Reading Week 8,2016-02-27,10
5,Homework: Reading Week 9,2016-03-03,10
5,Test: Reading Week 10,2016-03-11,100
5,Homework: Reading Week 11,2016-03-19,10
5,Test: Reading Week 12,2016-03-23,100
5,Homework: Reading Week 13,2016-03-29,10
5,Homework: Reading Week 13,2016-03-30,10
5,Test: Reading Week 14,2016-04-07,100
5,Homework: Reading Week 15,2016-04-13,10
5,Test: Reading Week 16,2016-04-21,100
5,Quiz: Reading Week 17,2016-04-27,20
5,Homework: Reading Week 18,2016-05-07,10
5,Homework: Reading Week 19,2016-05-13,10
5,Homework: Reading Week 19,2016-05-12,10
5,Test: Reading Week 20,2016-05-21,100
5,Test: Reading Week 20,2016-05-17,100
5,Homework: Reading Week 21,2016-05-25,10
5,Quiz: Reading Week 21,2016-05-27,20
5,Test: Reading Week 22,2016-05-31,100
5,Test: Reading Week 23,2016-06-07,100
5,Test: Reading Week 24,2016-06-17,100
6,Quiz: Reading Week 36,2015-09-02,20
6,Test: Reading Week 36,2015-09-02,100
6,Quiz: Reading Week 37,2015-09-11,20
6,Quiz: Reading Week 37,2015-09-09,20
6,Homework: Reading Week 38,2015-09-16,10
6,Test: Reading Week 39,2015-09-23,100
6,Quiz: Reading Week 39,2015-09-22,20
6,Homework: Reading Week 40,2015-09-30,10
6,Quiz: Reading Week 40,2015-10-01,20
6,Homework: Reading Week 41,2015-10-07,10
6,Homework: Reading Week 41,2015-10-06,10
6,Quiz: Reading Week 42,2015-10-14,20
6,Homework: Reading Week 43,2015-10-20,10
6,Quiz: Reading Week 43,2015-10-24,20
6,Test: Reading Week 44,2015-10-28,100
6,Quiz: Reading Week 45,2015-11-06,20
6,Test: Reading Week 45,2015-11-07,100
6,Quiz: Reading Week 46,2015-11-10,20
6,Test: Reading Week 46,2015-11-13,100
6,Test: Reading Week 47,2015-11-17,100
6,Homework: Reading Week 47,2015-11-18,10
6,Quiz: Reading Week 48,2015-11-27,20
6,Test: Reading Week 48,2015-11-28,100
6,Homework: Reading Week 49,2015-12-02,10
6,Homework: Reading Week 50,2015-12-12,10
6,Quiz: Reading Week 50,2015-12-10,20
6,Quiz: Reading Week 51,2015-12-19,20
6,Test: Reading Week 51,2015-12-17,100
6,Test: Reading Week 52,2015-12-24,100
6,Test: Reading Week 52,2015-12-25,100
6,Test: Reading Week 53,2015-12-30,100
6,Homework: Reading Week 1,2016-01-08,10
6,Test: Reading Week 2,2016-01-15,100
6,Test: Reading Week 2,2016-01-14,100
6,Quiz: Reading Week 3,2016-01-19,20
6,Test: Reading Week 3,2016-01-23,100
6,Homework: Reading Week 4,2016-01-29,10
6,Quiz: Reading Week 5,2016-02-05,20
6,Test: Reading Week 5,2016-02-03,100
6,Quiz: Reading Week 6,2016-02-13,20
6,Homework: Reading Week 6,2016-02-13,10
6,Homework: Reading Week 7,2016-02-16,10
6,Test: Reading Week 8,2016-02-27,100
6,Test: Reading Week 9,2016-03-02,100
6,Test: Reading Week 9,2016-03-02,100
6,Quiz: Reading Week 10,2016-03-09,20
6,Homework: Reading Week 10,2016-03-09,10
6,Homework: Reading Week 11,2016-03-18,10
6,Test: Reading Week 12,2016-03-24,100
6,Test: Reading Week 12,2016-03-23,100
6,Quiz: Reading Week 13,2016-04-02,20
6,Quiz: Reading Week 13,2016-03-31,20
6,Quiz: Reading Week 14,2016-04-07,20
6,Homework: Reading Week 14,2016-04-07,10
6,Quiz: Reading Week 15,2016-04-14,20
6,Test: Reading Week 15,2016-04-14,100
6,Quiz: Reading Week 16,2016-04-22,20
6,Homework: Reading Week 17,2016-04-29,10
6,Test: Reading Week 18,2016-05-05,100
6,Test: Reading Week 18,2016-05-04,100
6,Quiz: Reading Week 19,2016-05-11,20
6,Test: Reading Week 20,2016-05-19,100
6,Test: Reading Week 20,2016-05-19,100
6,Test: Reading Week 21,2016-05-27,100
6,Quiz: Reading Week 21,2016-05-26,20
6,Test: Reading Week 22,2016-06-02,100
6,Quiz: Reading Week 22,2016-06-02,20
6,Homework: Reading Week 23,2016-06-08,10
6,Quiz: Reading Week 24,2016-06-14,20
7,Test: Science Week 36,2015-09-03,100
7,Test: Science Week 36,2015-09-02,100
7,Quiz: Science Week 37,2015-09-08,20
7,Lab: Science Week 38,2015-09-15,50
7,Quiz: Science Week 38,2015-09-19,20
7,Test: Science Week 39,2015-09-25,100
7,Lab: Science Week 40,2015-10-01,50
7,Lab: Science Week 40,2015-10-02,50
7,Test: Science Week 41,2015-10-08,100
7,Test: Science Week 42,2015-10-17,100
7,Quiz: Science Week 42,2015-10-15,20
7,Quiz: Science Week 43,2015-10-23,20
7,Test: Science Week 43,2015-10-23,100
7,Test: Science Week 44,2015-10-30,100
7,Quiz: Science Week 44,2015-10-28,20
7,Lab: Science Week 45,2015-11-05,50
7,Test: Science Week 45,2015-11-03,100
7,Lab: Science Week 46,2015-11-14,50
7,Quiz: Science Week 47,2015-11-19,20
7,Quiz: Science Week 48,2015-11-24,20
7,Lab: Science Week 48,2015-11-26,50
7,Quiz: Science Week 49,2015-12-03,20
7,Test: Science Week 49,2015-12-04,100
7,Lab: Science Week 50,2015-12-12,50
7,Homework: Science Week 50,2015-12-11,10
7,Test: Science Week 51,2015-12-18,100
7,Quiz: Science Week 52,2015-12-22,20
7,Quiz: Science Week 52,2015-12-25,20
7,Homework: Science Week 53,2016-01-02,10
7,Quiz: Science Week 1,2016-01-05,20
7,Homework: Science Week 2,2016-01-13,10
7,Quiz: Science Week 3,2016-01-22,20
7,Homework: Science Week 4,2016-01-29,10
7,Lab: Science Week 5,2016-02-05,50
7,Lab: Science Week 5,2016-02-06,50
7,Test: Science Week 6,2016-02-12,100
7,Quiz: Science Week 7,2016-02-16,20
7,Test: Science Week 7,2016-02-18,100
7,Homework: Science Week 8,2016-02-26,10
7,Homework: Science Week 9,2016-03-03,10
7,Quiz: Science Week 9,2016-03-02,20
7,Quiz: Science Week 10,2016-03-10,20
7,Homework: Science Week 10,2016-03-11,10
7,Test: Science Week 11,2016-03-15,100
7,Test: Science Week 11,2016-03-16,100
7,Quiz: Science Week 12,2016-03-24,20
7,Homework: Science Week 13,2016-03-30,10
7,Lab: Science Week 13,2016-04-01,50
7,Lab: Science Week 14,2016-04-05,50
7,Test: Science Week 14,2016-04-06,100
7,Lab: Science Week 15,2016-04-15,50
7,Lab: Science Week 15,2016-04-13,50
7,Lab: Science Week 16,2016-04-20,50
7,Homework: Science Week 16,2016-04-23,10
7,Quiz: Science Week 17,2016-04-29,20
7,Quiz: Science Week 17,2016-04-26,20
7,Homework: Science Week 18,2016-05-06,10
7,Quiz: Science Week 19,2016-05-12,20
7,Homework: Science Week 19,2016-05-12,10
7,Lab: Science Week 20,2016-05-17,50
7,Quiz: Science Week 20,2016-05-17,20
7,Homework: Science Week 21,2016-05-25,10
7,Homework: Science Week 22,2016-05-31,10
7,Homework: Science Week 22,2016-06-04,10
7,Lab: Science Week 23,2016-06-10,50
7,Lab: Science Week 23,2016-06-10,50
7,Quiz: Science Week 24,2016-06-15,20
7,Homework: Science Week 24,2016-06-16,10
8,Homework: Science Week 36,2015-09-02,10
8,Lab: Science Week 37,2015-09-08,50
8,Lab: Science Week 38,2015-09-15,50
8,Quiz: Science Week 39,2015-09-25,20
8,Test: Science Week 39,2015-09-26,100
8,Quiz: Science Week 40,2015-09-30,20
8,Quiz: Science Week 41,2015-10-10,20
8,Homework: Science Week 42,2015-10-13,10
8,Lab: Science Week 42,2015-10-14,50
8,Quiz: Science Week 43,2015-10-21,20
8,Test: Science Week 44,2015-10-29,100
8,Lab: Science Week 44,2015-10-30,50
8,Quiz: Science Week 45,2015-11-03,20
8,Lab: Science Week 45,2015-11-03,50
8,Lab: Science Week 46,2015-11-10,50
8,Lab: Science Week 46,2015-11-11,50
8,Lab: Science Week 47,2015-11-19,50
8,Lab: Science Week 48,2015-11-28,50
8,Test: Science Week 49,2015-12-05,100
8,Test: Science Week 49,2015-12-04,100
8,Quiz: Science Week 50,2015-12-11,20
8,Test: Science Week 50,2015-12-08,100
8,Lab: Science Week 51,2015-12-17,50
8,Lab: Science Week 52,2015-12-24,50
8,Quiz: Science Week 52,2015-12-24,20
8,Homework: Science Week 53,2016-01-02,10
8,Test: Science Week 1,2016-01-08,100
8,Quiz: Science Week 1,2016-01-06,20
8,Homework: Science Week 2,2016-01-12,10
8,Homework: Science Week 3,2016-01-23,10
8,Lab: Science Week 3,2016-01-22,50
8,Lab: Science Week 4,2016-01-26,50
8,Lab: Science Week 5,2016-02-02,50
8,Lab: Science Week 6,2016-02-09,50
8,Homework: Science Week 7,2016-02-17,10
8,Homework: Science Week 8,2016-02-25,10
8,Quiz: Science Week 9,2016-03-02,20
8,Homework: Science Week 9,2016-03-02,10
8,Lab: Science Week 10,2016-03-10,50
8,Quiz: Science Week 10,2016-03-11,20
8,Test: Science Week 11,2016-03-19,100
8,Test: Science Week 12,2016-03-24,100
8,Lab: Science Week 12,2016-03-25,50
8,Test: Science Week 13,2016-03-30,100
8,Quiz: Science Week 14,2016-04-05,20
8,Lab: Science Week 14,2016-04-06,50
8,Homework: Science Week 15,2016-04-12,10
8,Homework: Science Week 15,2016-04-13,10
8,Homework: Science Week 16,2016-04-23,10
8,Homework: Science Week 16,2016-04-20,10
8,Test: Science Week 17,2016-04-26,100
8,Homework: Science Week 17,2016-04-28,10
8,Test: Science Week 18,2016-05-04,100
8,Test: Science Week 18,2016-05-07,100
8,Homework: Science Week 19,2016-05-14,10
8,Lab: Science Week 20,2016-05-17,50
8,Lab: Science Week 21,2016-05-28,50
8,Test: Science Week 22,2016-05-31,100
8,Test: Science Week 22,2016-06-03,100
8,Quiz: Science Week 23,2016-06-07,20
8,Homework: Science Week 23,2016-06-09,10
8,Homework: Science Week 24,2016-06-14,10
8,Homework: Science Week 24,2016-06-18,10
9,Quiz: Social Studies Week 36,2015-09-03,20
9,Quiz: Social Studies Week 37,2015-09-09,20
9,Project: Social Studies Week 38,2015-09-15,100
9,Quiz: Social Studies Week 39,2015-09-25,20
9,Quiz: Social Studies Week 39,2015-09-26,20
9,Quiz: Social Studies Week 40,2015-09-29,20
9,Project: Social Studies Week 41,2015-10-07,100
9,Project: Social Studies Week 41,2015-10-07,100
9,Homework: Social Studies Week 42,2015-10-16,10
9,Quiz: Social Studies Week 42,2015-10-14,20
9,Homework: Social Studies Week 43,2015-10-21,10
9,Project: Social Studies Week 44,2015-10-27,100
9,Homework: Social Studies Week 45,2015-11-03,10
9,Homework: Social Studies Week 46,2015-11-13,10
9,Homework: Social Studies Week 46,2015-11-14,10
9,Homework: Social Studies Week 47,2015-11-19,10
9,Project: Social Studies Week 48,2015-11-27,100
9,Quiz: Social Studies Week 48,2015-11-24,20
9,Quiz: Social Studies Week 49,2015-12-02,20
9,Quiz: Social Studies Week 50,2015-12-09,20
9,Homework: Social Studies Week 50,2015-12-11,10
9,Quiz: Social Studies Week 51,2015-12-16,20
9,Project: Social Studies Week 52,2015-12-26,100
9,Project: Social Studies Week 53,2016-01-02,100
9,Quiz: Social Studies Week 53,2016-01-02,20
9,Quiz: Social Studies Week 1,2016-01-09,20
9,Project: Social Studies Week 1,2016-01-07,100
9,Homework: Social Studies Week 2,2016-01-14,10
9,Homework: Social Studies Week 2,2016-01-16,10
9,Project: Social Studies Week 3,2016-01-22,100
9,Homework: Social Studies Week 4,2016-01-30,10
9,Quiz: Social Studies Week 5,2016-02-02,20
9,Quiz: Social Studies Week 5,2016-02-05,20
9,Quiz: Social Studies Week 6,2016-02-10,20
9,Homework: Social Studies Week 6,2016-02-09,10
9,Homework: Social Studies Week 7,2016-02-19,10
9,Homework: Social Studies Week 7,2016-02-16,10
9,Homework: Social Studies Week 8,2016-02-26,10
9,Quiz: Social Studies Week 9,2016-03-03,20
9,Project: Social Studies Week 9,2016-03-04,100
9,Quiz: Social Studies Week 10,2016-03-11,20
9,Quiz: Social Studies Week 11,2016-03-15,20
9,Homework: Social Studies Week 12,2016-03-25,10
9,Quiz: Social Studies Week 13,2016-04-01,20
9,Project: Social Studies Week 13,2016-04-01,100
9,Quiz: Social Studies Week 14,2016-04-07,20
9,Quiz: Social Studies Week 15,2016-04-13,20
9,Project: Social Studies Week 15,2016-04-14,100
9,Project: Social Studies Week 16,2016-04-22,100
9,Project: Social Studies Week 17,2016-04-28,100
9,Quiz: Social Studies Week 18,2016-05-05,20
9,Homework: Social Studies Week 18,2016-05-06,10
9,Quiz: Social Studies Week 19,2016-05-10,20
9,Homework: Social Studies Week 20,2016-05-20,10
9,Homework: Social Studies Week 20,2016-05-18,10
9,Quiz: Social Studies Week 21,2016-05-24,20
9,Project: Social Studies Week 21,2016-05-26,100
9,Quiz: Social Studies Week 22,2016-06-01,20
9,Quiz: Social Studies Week 23,2016-06-08,20
9,Quiz: Social Studies Week 24,2016-06-14,20
9,Project: Social Studies Week 24,2016-06-15,100
10,Quiz: Social Studies Week 36,2015-09-05,20
10,Quiz: Social Studies Week 37,2015-09-09,20
10,Homework: Social Studies Week 37,2015-09-12,10
10,Quiz: Social Studies Week 38,2015-09-17,20
10,Project: Social Studies Week 38,2015-09-19,100
10,Project: Social Studies Week 39,2015-09-24,100
10,Quiz: Social Studies Week 40,2015-09-30,20
10,Homework: Social Studies Week 41,2015-10-07,10
10,Quiz: Social Studies Week 42,2015-10-13,20
10,Homework: Social Studies Week 42,2015-10-17,10
10,Project: Social Studies Week 43,2015-10-22,100
10,Project: Social Studies Week 43,2015-10-21,100
10,Project: Social Studies Week 44,2015-10-29,100
10,Project: Social Studies Week 45,2015-11-05,100
10,Homework: Social Studies Week 45,2015-11-07,10
10,Homework: Social Studies Week 46,2015-11-12,10
10,Quiz: Social Studies Week 47,2015-11-21,20
10,Project: Social Studies Week 48,2015-11-26,100
10,Homework: Social Studies Week 49,2015-12-05,10
10,Project: Social Studies Week 50,2015-12-08,100
10,Quiz: Social Studies Week 50,2015-12-10,20
10,Project: Social Studies Week 51,2015-12-19,100
10,Project: Social Studies Week 51,2015-12-16,100
10,Homework: Social Studies Week 52,2015-12-25,10
